evaluation,target,model,reduction,use_log_transform,rows,features,test_rows,mae,rmse,r2,relative_mae,feature_mode,include_benchmark_onehot,folds,mae_std,rmse_std,r2_std,relative_mae_std,groups
random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.8,select_k_10,False,18,58,5.0,12099.129901462731,13195.659413011488,0.2769821211449258,0.23297485093741513,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.8,select_k_10,False,18,58,,12919.439403635304,16847.056321673146,-3.8263045234422592,0.3075367543759382,ratios,False,5.0,5581.0530651121,9212.306741692826,4.197483437528231,0.10585607399110926,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.8,select_k_10,False,18,58,,11456.487363433242,11456.487363433242,0.0,0.39883673901348005,ratios,False,,13790.556777226846,13790.556777226846,,0.6383278958863402,17.0
random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.2,select_k_10,False,18,58,5.0,10050.474491193376,11904.404631416553,0.4115599798177798,0.19352695735194908,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.2,select_k_10,False,18,58,,12900.236954027925,16572.032594156255,-3.5990343404033083,0.3222261253770845,ratios,False,5.0,5973.890766050836,12205.758152922164,4.97700457807406,0.1527515139952171,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.2,select_k_10,False,18,58,,12094.661375828084,12094.661375828084,0.0,0.4163401083611705,ratios,False,,17800.167447544693,17800.167447544693,,0.7831087244185568,17.0
random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.5,select_k_10,False,18,58,5.0,9654.28347206915,11492.612674809046,0.4515659859464972,0.1858980993782819,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.5,select_k_10,False,18,58,,13165.14194209036,17031.110418539603,-3.9906374666797078,0.32820909276865295,ratios,False,5.0,6430.441895423083,13254.626488458902,5.665427760861291,0.16083270864864038,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.5,select_k_10,False,18,58,,12571.572423950904,12571.572423950904,0.0,0.43571366399748745,ratios,False,,19723.776915008428,19723.776915008428,,0.8534468192858671,17.0
random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.8,select_k_10,False,18,58,5.0,9408.123508056995,11271.8166197733,0.4724365851486688,0.1811581650698191,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.8,select_k_10,False,18,58,,13395.607060534821,17384.235982540264,-4.2749830880881365,0.33203251247103144,ratios,False,5.0,6738.340515209593,13865.584454499154,6.101764578240315,0.16321569740898267,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.8,select_k_10,False,18,58,,13022.524680262388,13022.524680262388,0.0,0.4564663977169452,ratios,False,,22359.717250956484,22359.717250956484,,0.9549529385046598,17.0
random_split,openroad_synth_chip_area,gpr_matern,select_k_10,False,18,58,5.0,13969.188398912793,20232.046479375284,-0.6996772814710124,0.26898377085445835,ratios,False,,,,,,
kfold,openroad_synth_chip_area,gpr_matern,select_k_10,False,18,58,,10850.220267162666,13792.370895273136,-0.8524829274245229,0.2929486226296475,ratios,False,5.0,6927.228967834892,8659.746358318305,0.7461089242960621,0.25919677953332,
groupkfold_by_benchmark,openroad_synth_chip_area,gpr_matern,select_k_10,False,18,58,,10421.170455866013,10421.170455866013,0.0,0.3788754344487944,ratios,False,,10492.954772346167,10492.954772346167,,0.6665053092780168,17.0
random_split,openroad_synth_chip_area,gpr_rbf,select_k_10,False,18,58,5.0,14446.690559823328,20498.60268810311,-0.7447586380313329,0.2781783158892196,ratios,False,,,,,,
kfold,openroad_synth_chip_area,gpr_rbf,select_k_10,False,18,58,,11282.036498433086,14296.26102029505,-1.1449699071440167,0.3028813629667076,ratios,False,5.0,6642.44168360344,8255.323718711574,0.8865327484507695,0.2525939091093478,
groupkfold_by_benchmark,openroad_synth_chip_area,gpr_rbf,select_k_10,False,18,58,,10912.604737769976,10912.604737769976,0.0,0.3931448631178678,ratios,False,,10427.665513563366,10427.665513563366,,0.674964670168489,17.0
random_split,openroad_synth_chip_area,gpr_rq,select_k_10,False,18,58,5.0,16499.04387157945,22126.908768247893,-1.0329576509459453,0.3176974144336106,ratios,False,,,,,,
kfold,openroad_synth_chip_area,gpr_rq,select_k_10,False,18,58,,11736.126631063875,14583.085286107947,-1.2843763421279895,0.3095315126541167,ratios,False,5.0,6581.768180873678,8057.743613678038,0.8970628310829738,0.23645128809103713,
groupkfold_by_benchmark,openroad_synth_chip_area,gpr_rq,select_k_10,False,18,58,,9792.64382478125,9792.64382478125,0.0,0.34643204348704104,ratios,False,,7645.861843344712,7645.861843344712,,0.5302535225463801,17.0
random_split,openroad_synth_chip_area,ridge_a0.1,pca_3,False,18,58,5.0,8543.025481886561,10560.426568577377,0.5369266760302742,0.16450026608578203,ratios,False,,,,,,
kfold,openroad_synth_chip_area,ridge_a0.1,pca_3,False,18,58,,13811.222745627452,15922.235014942591,-2.391562667679507,0.3992191860651674,ratios,False,5.0,8934.518408072281,9685.04081561441,2.1286720241799224,0.40526156881361997,
groupkfold_by_benchmark,openroad_synth_chip_area,ridge_a0.1,pca_3,False,18,58,,8605.240459379384,8605.240459379384,0.0,0.2688665512568004,ratios,False,,7644.396447910132,7644.396447910132,,0.34259103954797326,17.0
random_split,openroad_synth_chip_area,ridge_a1,pca_3,False,18,58,5.0,8573.69758326482,10599.751772987805,0.5334714445025337,0.16509087287360344,ratios,False,,,,,,
kfold,openroad_synth_chip_area,ridge_a1,pca_3,False,18,58,,13764.015105572751,15867.763458671456,-2.3658429562838394,0.3976676183502251,ratios,False,5.0,8878.640406581464,9633.55211438046,2.1138667662089783,0.40299856038383736,
groupkfold_by_benchmark,openroad_synth_chip_area,ridge_a1,pca_3,False,18,58,,8592.561903283084,8592.561903283084,0.0,0.2684522208258042,ratios,False,,7594.670272094275,7594.670272094275,,0.34172753340511,17.0
random_split,openroad_synth_chip_area,ridge_a10,pca_3,False,18,58,5.0,8866.418206687436,10992.105922674704,0.4982947440195593,0.17072735617145998,ratios,False,,,,,,
kfold,openroad_synth_chip_area,ridge_a10,pca_3,False,18,58,,13346.428788882095,15383.706780943588,-2.1379003357532316,0.3840619174691,ratios,False,5.0,8417.382939472756,9210.423342833235,1.9854187491137192,0.38397778901641577,
groupkfold_by_benchmark,openroad_synth_chip_area,ridge_a10,pca_3,False,18,58,,8471.37041288612,8471.37041288612,0.0,0.2645019908124483,ratios,False,,7163.398222470876,7163.398222470876,,0.33574872978381937,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.001_l10.2,pca_3,False,18,58,5.0,8539.957865141338,10556.513828437059,0.5372697587476778,0.16444119757756925,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.001_l10.2,pca_3,False,18,58,,13815.913055500252,15927.64951008166,-2.3941194759105686,0.3993733892904618,ratios,False,5.0,8940.090329148405,9690.179482789192,2.1301395945172623,0.405486916763893,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.001_l10.2,pca_3,False,18,58,,8606.46769208775,8606.46769208775,0.0,0.26890664000485076,ratios,False,,7649.241872198571,7649.241872198571,,0.3426767640457798,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.001_l10.5,pca_3,False,18,58,5.0,8539.824335386544,10556.343571635369,0.5372846845720343,0.1644386263947675,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.001_l10.5,pca_3,False,18,58,,13816.147726194695,15927.917898419804,-2.3942463387071697,0.39938114777425776,ratios,False,5.0,8940.377463139761,9690.442574620862,2.130215962172147,0.40549849929601306,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.001_l10.5,pca_3,False,18,58,,8606.538192980455,8606.538192980455,0.0,0.2689089550680365,ratios,False,,7649.525693753949,7649.525693753949,,0.34268180446424523,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.001_l10.8,pca_3,False,18,58,5.0,8539.690800802387,10556.17331575177,0.5372996100751792,0.16443605511897394,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.001_l10.8,pca_3,False,18,58,,13816.382425733904,15928.186317801252,-2.3943732162688116,0.3993889072834704,ratios,False,5.0,8940.664650917104,9690.705715429818,2.1302923408581913,0.4055100838333644,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.001_l10.8,pca_3,False,18,58,,8606.608697047102,8606.608697047102,0.0,0.2689112702434735,ratios,False,,7649.809555644008,7649.809555644008,,0.3426868465745614,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.01_l10.2,pca_3,False,18,58,5.0,8543.162725690943,10560.60154066159,0.5369113308971304,0.16450290878448254,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.01_l10.2,pca_3,False,18,58,,13810.283422720353,15921.212069760333,-2.391077366642781,0.39918726906069457,ratios,False,5.0,8933.203260416383,9683.869230162927,2.128308601013039,0.4052090789836014,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.01_l10.2,pca_3,False,18,58,,8604.775777888079,8604.775777888079,0.0,0.2688510847229101,ratios,False,,7642.436357338673,7642.436357338673,,0.3425561645791113,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.01_l10.5,pca_3,False,18,58,5.0,8541.82836996155,10558.898796321697,0.5370606515657101,0.16447721509165628,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.01_l10.5,pca_3,False,18,58,,13812.624514024117,15923.889908999825,-2.392343119725056,0.3992646542769873,ratios,False,5.0,8936.064130474726,9686.490613233513,2.1290701306210464,0.40532451399197766,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.01_l10.5,pca_3,False,18,58,,8605.480168159318,8605.480168159318,0.0,0.2688742134757155,ratios,False,,7645.266709338665,7645.266709338665,,0.34260623901773696,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.01_l10.8,pca_3,False,18,58,5.0,8540.493531316282,10557.19614149171,0.5372099403089554,0.16445151210004125,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.01_l10.8,pca_3,False,18,58,,13814.968479623847,15926.570842633932,-2.393610344819343,0.39934214165951853,ratios,False,5.0,8938.930358091473,9689.11687649171,2.129832758786586,0.4054401487235085,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.01_l10.8,pca_3,False,18,58,,8606.184875487721,8606.184875487721,0.0,0.26889735344028504,ratios,False,,7648.101090178635,7648.101090178635,,0.3426564823246236,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.2,pca_3,False,18,58,5.0,8575.058360464685,10601.503223976104,0.5333172579849526,0.16511707532517472,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.2,pca_3,False,18,58,,13754.881708033538,15857.802264573815,-2.3611154779386307,0.3973578447056273,ratios,False,5.0,8865.996979961175,9622.285345145803,2.1103395612338542,0.40249272224821164,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.2,pca_3,False,18,58,,8587.956551838397,8587.956551838397,0.0,0.2682990630348146,ratios,False,,7575.6507744914215,7575.6507744914215,,0.341403190930809,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.5,pca_3,False,18,58,5.0,8561.808944403749,10584.461346045278,0.5348164336817993,0.1648619511338532,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.5,pca_3,False,18,58,,13777.745144399252,15883.990002369645,-2.3734917443105585,0.3981122540052806,ratios,False,5.0,8893.58778594567,9647.569910511726,2.117746437586394,0.40360914681743054,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.5,pca_3,False,18,58,,8594.93906346073,8594.93906346073,0.0,0.26852818143424945,ratios,False,,7603.174476928161,7603.174476928161,,0.34187140844635616,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.8,pca_3,False,18,58,5.0,8548.511267007065,10567.42617488572,0.5363126089488766,0.16460589764616138,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.8,pca_3,False,18,58,,13800.88613601122,15910.477533058322,-2.386010848249607,0.39887651596166573,ratios,False,5.0,8921.693960625313,9673.325492704613,2.1252587778267706,0.4047447688178975,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.8,pca_3,False,18,58,,8601.952946970428,8601.952946970428,0.0,0.268758407803689,ratios,False,,7631.096460491001,7631.096460491001,,0.34235619762276304,17.0
random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.2,pca_3,False,18,58,5.0,8878.881572998493,11009.420849862618,0.4967129121166377,0.17096734457824167,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.2,pca_3,False,18,58,,13275.171188405162,15305.239918737343,-2.1006379507886224,0.3816845813078686,ratios,False,5.0,8329.294446839893,9132.27836723486,1.9582526603707553,0.3803528431519477,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.2,pca_3,False,18,58,,8429.169056693014,8429.169056693014,0.0,0.2631089636409724,ratios,False,,7026.409802855247,7026.409802855247,,0.3346078943435505,17.0
random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.5,pca_3,False,18,58,5.0,8755.667272736468,10840.183983453506,0.5120670488415505,0.16859479105822095,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.5,pca_3,False,18,58,,13460.204755500225,15519.042775528587,-2.2012700888748293,0.3876937491649974,ratios,False,5.0,8526.251114779552,9311.341396708976,2.016223711723853,0.3885901070535798,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.5,pca_3,False,18,58,,8493.295060682178,8493.295060682178,0.0,0.2652004529222927,ratios,False,,7229.947767928005,7229.947767928005,,0.3364642317246628,17.0
random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.8,pca_3,False,18,58,5.0,8627.732796282104,10669.839679825738,0.527281466872848,0.16613134816402506,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.8,pca_3,False,18,58,,13665.492056033938,15755.412539255514,-2.312812684609085,0.39441290816968355,ratios,False,5.0,8759.400497294531,9524.626157986857,2.0815777226578662,0.3981659522133898,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.8,pca_3,False,18,58,,8560.252657132874,8560.252657132874,0.0,0.2673908069574772,ratios,False,,7468.918298785142,7468.918298785142,,0.3396799067143342,17.0
random_split,openroad_synth_chip_area,gpr_matern,pca_3,False,18,58,5.0,14946.586248412665,20426.429575339753,-0.7324940967793063,0.28780405959821787,ratios,False,,,,,,
kfold,openroad_synth_chip_area,gpr_matern,pca_3,False,18,58,,9933.502401143905,12764.471110794317,-0.3485448141077175,0.272689020771203,ratios,False,5.0,7722.077725570529,9834.373448710421,0.9895308487578209,0.27704861733156994,
groupkfold_by_benchmark,openroad_synth_chip_area,gpr_matern,pca_3,False,18,58,,11193.261611769603,11193.261611769603,0.0,0.3958924910206125,ratios,False,,10750.36601122041,10750.36601122041,,0.6844174633961175,17.0
random_split,openroad_synth_chip_area,gpr_rbf,pca_3,False,18,58,5.0,15332.90678824559,20604.165499102306,-0.7627750730452347,0.2952428565129246,ratios,False,,,,,,
kfold,openroad_synth_chip_area,gpr_rbf,pca_3,False,18,58,,10466.537325661371,12901.67729021849,-0.37657104805899266,0.2833347350116508,ratios,False,5.0,8084.624606775359,9975.739793825642,0.9957292048730951,0.2769096650918671,
groupkfold_by_benchmark,openroad_synth_chip_area,gpr_rbf,pca_3,False,18,58,,12698.268224053872,12698.268224053872,0.0,0.43053594446550547,ratios,False,,10339.117682472757,10339.117682472757,,0.675183463103937,17.0
random_split,openroad_synth_chip_area,gpr_rq,pca_3,False,18,58,5.0,15680.342446678784,20440.855199449823,-0.7349420168720842,0.3019329054166917,ratios,False,,,,,,
kfold,openroad_synth_chip_area,gpr_rq,pca_3,False,18,58,,10121.447519410107,12338.190085272827,-0.2554791524191958,0.2777839944598416,ratios,False,5.0,7679.019994505269,9988.20766210438,1.0314098261946774,0.2797052295631063,
groupkfold_by_benchmark,openroad_synth_chip_area,gpr_rq,pca_3,False,18,58,,9647.909693447265,9647.909693447265,0.0,0.32018364347740397,ratios,False,,8731.15617499404,8731.15617499404,,0.5422195699137793,17.0
random_split,openroad_synth_chip_area,ridge_a0.1,pca_5,False,18,58,5.0,9800.357415925142,12615.680969180265,0.3391418700983606,0.18871082686966753,ratios,False,,,,,,
kfold,openroad_synth_chip_area,ridge_a0.1,pca_5,False,18,58,,18222.66944552048,22431.45868784011,-4.641969818971857,0.5476529583245304,ratios,False,5.0,16406.962777076697,18716.742509358384,5.399382665580968,0.6884120478446225,
groupkfold_by_benchmark,openroad_synth_chip_area,ridge_a0.1,pca_5,False,18,58,,10915.135110155861,10915.135110155861,0.0,0.34493930826274155,ratios,False,,13046.621335678137,13046.621335678137,,0.5407348460226017,17.0
random_split,openroad_synth_chip_area,ridge_a1,pca_5,False,18,58,5.0,9774.667308553942,12561.856991355016,0.34476885683785186,0.1882161508901454,ratios,False,,,,,,
kfold,openroad_synth_chip_area,ridge_a1,pca_5,False,18,58,,18019.301553581823,22141.461051480335,-4.502304573405207,0.5409897510702069,ratios,False,5.0,16121.776257793235,18380.712885451125,5.219224852405951,0.6772504799676834,
groupkfold_by_benchmark,openroad_synth_chip_area,ridge_a1,pca_5,False,18,58,,10837.30879506581,10837.30879506581,0.0,0.3427021616839507,ratios,False,,12823.367743558736,12823.367743558736,,0.5337397536305745,17.0
random_split,openroad_synth_chip_area,ridge_a10,pca_5,False,18,58,5.0,9701.268316155521,12352.393126780737,0.36643810151545564,0.1868028162576351,ratios,False,,,,,,
kfold,openroad_synth_chip_area,ridge_a10,pca_5,False,18,58,,16483.3925131733,19972.020016539955,-3.508139334137559,0.49049619999571803,ratios,False,5.0,13962.950842092063,15867.189938011377,3.9731030406767704,0.5926529214120366,
groupkfold_by_benchmark,openroad_synth_chip_area,ridge_a10,pca_5,False,18,58,,10224.543927880817,10224.543927880817,0.0,0.3246584943706796,ratios,False,,11070.538697091732,11070.538697091732,,0.48155472366034763,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.001_l10.2,pca_5,False,18,58,5.0,9803.206976441534,12621.555143420395,0.33852630291822305,0.1887656965951726,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.001_l10.2,pca_5,False,18,58,,18243.286405054474,22460.9182306667,-4.656239039601439,0.5483273467024479,ratios,False,5.0,16435.725785834966,18750.69791306551,5.417761343334994,0.6895380045747569,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.001_l10.2,pca_5,False,18,58,,10922.82488387622,10922.82488387622,0.0,0.34515968842405026,ratios,False,,13068.653012049175,13068.653012049175,,0.5414284610200831,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.001_l10.5,pca_5,False,18,58,5.0,9803.331932542153,12621.812468595057,0.33849933071585314,0.18876810268793734,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.001_l10.5,pca_5,False,18,58,,18244.31526085763,22462.377299177115,-4.6569498072871705,0.5483612973181045,ratios,False,5.0,16437.209381435427,18752.44288865764,5.418708278774153,0.6895959694283323,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.001_l10.5,pca_5,False,18,58,,10923.27622015414,10923.27622015414,0.0,0.345172626153606,ratios,False,,13069.953588739972,13069.953588739972,,0.5414694721747159,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.001_l10.8,pca_5,False,18,58,5.0,9803.456995202057,12622.069981703582,0.33847233826421086,0.18877051083255486,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.001_l10.8,pca_5,False,18,58,,18245.344424612438,22463.83681590002,-4.657660836313678,0.5483952579929996,ratios,False,5.0,16438.69341749446,18754.188402505282,5.419655592265263,0.6896539514577361,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.001_l10.8,pca_5,False,18,58,,10923.72768815985,10923.72768815985,0.0,0.34518556725573424,ratios,False,,13071.254538954077,13071.254538954077,,0.5415104971952914,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.01_l10.2,pca_5,False,18,58,5.0,9800.22911458586,12615.41688893205,0.3391695368969776,0.1887083563626445,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.01_l10.2,pca_5,False,18,58,,18218.65882298533,22425.999438198873,-4.639241765128665,0.5475145991814458,ratios,False,5.0,16400.20342526145,18708.925467850302,5.39511784528428,0.6881501435248641,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.01_l10.2,pca_5,False,18,58,,10912.025487543524,10912.025487543524,0.0,0.3448499633017622,ratios,False,,13037.52924353471,13037.52924353471,,0.5404476357217135,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.01_l10.5,pca_5,False,18,58,5.0,9801.458023459958,12617.953712496874,0.3389037384917596,0.18873201962306818,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.01_l10.5,pca_5,False,18,58,,18228.887599702655,22440.50312293292,-4.646298744254863,0.5478521523010925,ratios,False,5.0,16414.953834138032,18726.270698732304,5.404513848384502,0.6887264562705475,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.01_l10.5,pca_5,False,18,58,,10916.51328998174,10916.51328998174,0.0,0.3449786859146215,ratios,False,,13050.462491177188,13050.462491177188,,0.5408550550433457,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.01_l10.8,pca_5,False,18,58,5.0,9802.6974794164,12620.509142020032,0.33863593659413016,0.18875588597288404,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.01_l10.8,pca_5,False,18,58,,18239.146943636417,22455.051292878667,-4.653381633673099,0.5481907040536093,ratios,False,5.0,16429.747986451683,18743.66937641305,5.413947333927799,0.6893044747078263,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.01_l10.8,pca_5,False,18,58,,10921.014164894024,10921.014164894024,0.0,0.3451077433946,ratios,False,,13063.432832818911,13063.432832818911,,0.541263851396065,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.2,pca_5,False,18,58,5.0,9773.619666820112,12559.632189529806,0.3450009292701396,0.1881959780199669,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.2,pca_5,False,18,58,,17981.700411102927,22090.36367244641,-4.477119977902914,0.5396917880446012,ratios,False,5.0,16058.353917200044,18307.525922167282,5.180044095599101,0.6747928666244521,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.2,pca_5,False,18,58,,10808.009991334473,10808.009991334473,0.0,0.3418549191667499,ratios,False,,12737.624320203373,12737.624320203373,,0.5310601428665629,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.5,pca_5,False,18,58,5.0,9783.988687663397,12581.607541921143,0.342706844938764,0.18839563874805276,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.5,pca_5,False,18,58,,18078.318207285636,22227.154510588975,-4.54292078245695,0.5428818829914994,ratios,False,5.0,16197.713658536106,18471.03923873523,5.267103426221291,0.6802385470116341,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.5,pca_5,False,18,58,,10850.467237954621,10850.467237954621,0.0,0.34307990834807056,ratios,False,,12860.054289583011,12860.054289583011,,0.5348780663822447,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.8,pca_5,False,18,58,5.0,9795.311416745502,12605.269572458168,0.3402321984052604,0.188613663609476,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.8,pca_5,False,18,58,,18177.77768045729,22368.077064874524,-4.611102983689834,0.5461649540548448,ratios,False,5.0,16341.161189088834,18639.538707774118,5.3576081640441915,0.6858435322342499,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.8,pca_5,False,18,58,,10894.137377072244,10894.137377072244,0.0,0.3443361289379958,ratios,False,,12985.949764798042,12985.949764798042,,0.5388246497732547,17.0
random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.2,pca_5,False,18,58,5.0,9702.573220163697,12351.462283306817,0.36653358499490707,0.18682794284270923,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.2,pca_5,False,18,58,,16261.5374447771,19674.826027086805,-3.3761913309176537,0.48282802442180356,ratios,False,5.0,13592.402843462518,15447.335683266487,3.7799698159617443,0.5782477315878883,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.2,pca_5,False,18,58,,10043.398814669348,10043.398814669348,0.0,0.31915213514589885,ratios,False,,10550.105696970333,10550.105696970333,,0.46722891818775686,17.0
random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.5,pca_5,False,18,58,5.0,9700.874562038665,12381.302009180505,0.36346912236854845,0.18679523432344414,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.5,pca_5,False,18,58,,16863.85850174098,20516.15323694539,-3.7467406120504614,0.5027406329327028,ratios,False,5.0,14449.36257893879,16433.784828215237,4.236507488861581,0.6118607515966175,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.5,pca_5,False,18,58,,10313.763126214964,10313.763126214964,0.0,0.32731957703775594,ratios,False,,11315.869637640917,11315.869637640917,,0.4884571990513209,17.0
random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.8,pca_5,False,18,58,5.0,9739.58524723227,12484.977437208632,0.35276444731987333,0.1875406280985432,ratios,False,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.8,pca_5,False,18,58,,17618.652899334575,21577.621895794862,-4.233847938800613,0.5276943942225146,ratios,False,5.0,15534.029553093098,17694.174373718834,4.860151952184413,0.6543016349954369,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.8,pca_5,False,18,58,,10648.597850378503,10648.597850378503,0.0,0.33721968623163356,ratios,False,,12277.732619291393,12277.732619291393,,0.5169062501258439,17.0
random_split,openroad_synth_chip_area,gpr_matern,pca_5,False,18,58,5.0,13425.348259009736,20155.48527537692,-0.6868379352978435,0.2585118545629918,ratios,False,,,,,,
kfold,openroad_synth_chip_area,gpr_matern,pca_5,False,18,58,,10015.441472701015,12903.991803679119,-0.39727317355638325,0.2741609885967419,ratios,False,5.0,7675.0769572843965,9667.35170583378,0.9417107714174057,0.27513020160999413,
groupkfold_by_benchmark,openroad_synth_chip_area,gpr_matern,pca_5,False,18,58,,11142.229385676257,11142.229385676257,0.0,0.39731075998516124,ratios,False,,10882.868068831223,10882.868068831223,,0.687952294922493,17.0
random_split,openroad_synth_chip_area,gpr_rbf,pca_5,False,18,58,5.0,13647.682404477999,20154.589497178695,-0.6866880010196037,0.26279301071393985,ratios,False,,,,,,
kfold,openroad_synth_chip_area,gpr_rbf,pca_5,False,18,58,,9958.111182054516,12865.039099069258,-0.39073900359021524,0.2730873118530622,ratios,False,5.0,7715.100136579594,9696.173490077388,0.9483172650015653,0.2761940222666866,
groupkfold_by_benchmark,openroad_synth_chip_area,gpr_rbf,pca_5,False,18,58,,11384.496014311331,11384.496014311331,0.0,0.40269617988524115,ratios,False,,10720.97091079036,10720.97091079036,,0.6854117552069614,17.0
random_split,openroad_synth_chip_area,gpr_rq,pca_5,False,18,58,5.0,15167.524316079009,20556.267821989335,-0.7545888941420376,0.2920583335666909,ratios,False,,,,,,
