evaluation,target,model,reduction,use_log_transform,rows,features,test_rows,mae,rmse,r2,relative_mae,feature_mode,include_benchmark_onehot,folds,mae_std,rmse_std,r2_std,relative_mae_std,groups
random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.2,none,False,18,66,5.0,7019.0168885098465,8790.50374760461,0.679140894636008,0.13515471167311674,raw,True,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.2,none,False,18,66,,15068.197559485609,19492.536528706063,-3.5389791353976228,0.4502538220724703,raw,True,5.0,14035.855196999662,18346.983791547744,4.769050011080989,0.5589609878271674,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.2,none,False,18,66,,10211.604998750323,10211.604998750323,0.0,0.348373154354563,raw,True,,14904.006086385358,14904.006086385358,,0.6571977815523788,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.5,none,False,18,66,5.0,6987.417057379942,8729.421267483973,0.6835845027057947,0.13454624098083606,raw,True,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.5,none,False,18,66,,15091.95859485023,19540.99137195194,-3.577233669899253,0.45111057242599434,raw,True,5.0,14108.4889630138,18453.855186295204,4.814060920757731,0.561005445463933,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.5,none,False,18,66,,10242.374201856745,10242.374201856745,0.0,0.3491722094504042,raw,True,,15012.527355016926,15012.527355016926,,0.660795119757866,17.0
random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.8,none,False,18,66,5.0,6955.510527707294,8669.76075802293,0.6878947543941785,0.13393186465336837,raw,True,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.8,none,False,18,66,,15119.255099523943,19596.03798792524,-3.6179808850678747,0.4520439514866542,raw,True,5.0,14181.274427675447,18555.287726059498,4.859106459695832,0.5630243026210267,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.8,none,False,18,66,,10280.016314303251,10280.016314303251,0.0,0.35015337163733806,raw,True,,15129.509672495218,15129.509672495218,,0.6646967606906931,17.0
random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.2,none,False,18,66,5.0,7584.710692824197,9958.269204653854,0.5882301289214381,0.14604743129921333,raw,True,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.2,none,False,18,66,,14686.266097789185,18590.19724814445,-2.887285758169587,0.4358568504851544,raw,True,5.0,12764.429791787765,16155.662752206841,3.8646689089151556,0.5229028991127695,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.2,none,False,18,66,,9920.04614013849,9920.04614013849,0.0,0.3375386488914283,raw,True,,12534.364449645698,12534.364449645698,,0.5790689543990878,17.0
random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.5,none,False,18,66,5.0,7388.455393747514,9535.959778776722,0.6224141918585595,0.14226843649376533,raw,True,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.5,none,False,18,66,,14831.990624585975,18941.104654506442,-3.113018567466885,0.44129928276436975,raw,True,5.0,13214.78600589673,16955.2092874842,4.195181410248003,0.5359482828347355,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.5,none,False,18,66,,9996.205169606079,9996.205169606079,0.0,0.34107852070231515,raw,True,,13440.185245911929,13440.185245911929,,0.6083972241602867,17.0
random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.8,none,False,18,66,5.0,7142.912198481416,9033.849485609528,0.6611304528502839,0.13754037837870206,raw,True,,,,,,
kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.8,none,False,18,66,,14990.569179965687,19322.569469650814,-3.3989070120656577,0.4472822653344739,raw,True,5.0,13760.679091719665,17908.42100489933,4.590129875981178,0.5511811989248652,
groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.8,none,False,18,66,,10121.654448822159,10121.654448822159,0.0,0.34590281115127275,raw,True,,14494.051902362371,14494.051902362371,,0.643600054220542,17.0
random_split,openroad_synth_chip_area,pls_2,none,False,18,66,5.0,8448.542819459437,10400.273855024936,0.5508655256888735,0.16268095474898348,raw,True,,,,,,
kfold,openroad_synth_chip_area,pls_2,none,False,18,66,,17396.485518067144,21850.2584628678,-4.69377605525986,0.5244274848766024,raw,True,5.0,15463.556811670898,18893.132114896936,5.290807506403309,0.6497077389285075,
groupkfold_by_benchmark,openroad_synth_chip_area,pls_2,none,False,18,66,,9718.266687154559,9718.266687154559,0.0,0.32851756730305715,raw,True,,12105.228863569,12105.228863569,,0.5464818293145479,17.0
random_split,openroad_synth_chip_area,pls_3,none,False,18,66,5.0,8765.344449989003,11654.53630053959,0.4360029411325501,0.1687811299888933,raw,True,,,,,,
kfold,openroad_synth_chip_area,pls_3,none,False,18,66,,16413.94913960722,21808.905483416966,-4.390603342029435,0.49001411830291375,raw,True,5.0,15177.700487519118,20107.240542679217,5.919196584228545,0.6078609773856563,
groupkfold_by_benchmark,openroad_synth_chip_area,pls_3,none,False,18,66,,10585.140030781036,10585.140030781036,0.0,0.3667027721126872,raw,True,,16994.694232693586,16994.694232693586,,0.738048567834176,17.0
random_split,openroad_synth_chip_area,pls_5,none,False,18,66,5.0,6902.721790559316,8589.485840827898,0.6936476771341996,0.13291539088472673,raw,True,,,,,,
kfold,openroad_synth_chip_area,pls_5,none,False,18,66,,14991.019519408635,19448.92761567384,-3.562922372041425,0.4495521504729595,raw,True,5.0,14268.192353582903,18586.339653881612,4.8738791680437785,0.5655115595770994,
