evaluation,normalized_target,original_target,model,scaler,reduction,rows,features,test_rows,mae_original,rmse_original,r2_original,relative_mae_original,include_benchmark_onehot,folds,mae_original_std,rmse_original_std,r2_original_std,relative_mae_original_std,groups
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.5,standard,none,18,64,,7311.882577157797,7311.882577157797,0.0,0.209484964942684,False,,5305.605133932774,5305.605133932774,,0.20149451071764982,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.8,standard,none,18,64,5.0,7762.140597063817,8138.175461524744,0.7249947785839582,0.1494639336286137,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.8,standard,none,18,64,,7031.313386467057,8083.787475590189,-0.8094087400336386,0.17634869464117806,False,5.0,2550.941697703524,2730.1723121761074,3.0579466565991362,0.069049809180387,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.8,standard,none,18,64,,7035.599767332734,7035.599767332734,0.0,0.2055892081083776,False,,4996.095452885978,4996.095452885978,,0.19856608819972,17.0
random_split,area_ratio,openroad_synth_chip_area,pls_2,standard,none,18,64,5.0,8552.922048021388,8958.303720948063,0.6667743631577169,0.1646908294600768,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,pls_2,standard,none,18,64,,9034.33917878041,11936.063273606416,-1.626412219342821,0.21427360180072247,False,5.0,7079.644088210413,11253.490111401938,3.5627628891209064,0.15936055932620063,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,pls_2,standard,none,18,64,,9732.721975447505,9732.721975447505,0.0,0.30845514082967995,False,,14083.923220392266,14083.923220392266,,0.5841424907954103,17.0
random_split,area_ratio,openroad_synth_chip_area,pls_3,standard,none,18,64,5.0,4472.1830655356025,5203.486227826858,0.8875716957440556,0.08611414139226883,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,pls_3,standard,none,18,64,,7781.021659471584,10195.190776020212,-1.1848871437089568,0.19238470612508973,False,5.0,6742.938484989092,10348.610503920698,2.92013988489665,0.15642855624485105,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,pls_3,standard,none,18,64,,8680.966544310322,8680.966544310322,0.0,0.2841088111828232,False,,12837.256818369548,12837.256818369548,,0.5254296850919025,17.0
random_split,area_ratio,openroad_synth_chip_area,pls_5,standard,none,18,64,5.0,8152.281803493836,8583.043021727704,0.6941070835266236,0.1569762994063866,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,pls_5,standard,none,18,64,,7929.77199022071,8735.528514110432,-0.4990511467185307,0.2012207228567154,False,5.0,3382.2818835131243,3290.708817635704,1.7422610047710543,0.09908614399508243,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,pls_5,standard,none,18,64,,9073.34354982635,9073.34354982635,0.0,0.25713873224906064,False,,5299.225252677142,5299.225252677142,,0.1785966589973029,17.0
random_split,area_ratio,openroad_synth_chip_area,gpr_matern,standard,none,18,64,5.0,6390.506835313106,8435.6487930365,0.7045229041984666,0.1230524334804944,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,gpr_matern,standard,none,18,64,,7302.5425309593165,9010.126881451206,-2.093546179596621,0.18531593241124744,False,5.0,3513.4559320219955,3607.956698410722,5.810957878868368,0.09681262405859496,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,gpr_matern,standard,none,18,64,,6400.680217419906,6400.680217419906,0.0,0.19391988421305242,False,,5801.428341634302,5801.428341634302,,0.2169046257276524,17.0
random_split,area_ratio,openroad_synth_chip_area,gpr_rbf,standard,none,18,64,5.0,6426.436861883174,8506.593412749446,0.6995320234546227,0.12374428427080014,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,gpr_rbf,standard,none,18,64,,7283.563124017183,9020.374146575521,-2.096834442282442,0.1848426148048667,False,5.0,3526.193421364574,3613.7863131276376,5.818637858472401,0.09712879305960165,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,gpr_rbf,standard,none,18,64,,6366.983607045137,6366.983607045137,0.0,0.1932623249604966,False,,5822.980469887875,5822.980469887875,,0.21735120181429177,17.0
random_split,area_ratio,openroad_synth_chip_area,gpr_rq,standard,none,18,64,5.0,4996.1718122486245,5541.500058529549,0.8724907986027446,0.09620380909172802,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,gpr_rq,standard,none,18,64,,7005.236044886685,7782.121520214247,-0.4810851661314537,0.17905037163016732,False,5.0,3840.062312470957,3974.8659305568776,1.9591467616146887,0.1000774806176081,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,gpr_rq,standard,none,18,64,,7649.701686644978,7649.701686644978,0.0,0.21324519743583642,False,,5660.308787539817,5660.308787539817,,0.20019812406244203,17.0
random_split,area_ratio,openroad_synth_chip_area,ridge_a0.1,standard,select_k_5,18,64,5.0,7343.152090710962,7850.452745979308,0.7440964863113346,0.14139609853575752,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,ridge_a0.1,standard,select_k_5,18,64,,6994.5671190070225,8164.829557595369,-0.48712381902144974,0.17334798573109786,False,5.0,1202.2928215166703,759.4089117045816,1.7617449330214336,0.03492359051140018,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,ridge_a0.1,standard,select_k_5,18,64,,8795.45310370031,8795.45310370031,0.0,0.29026958664164776,False,,5241.276570974407,5241.276570974407,,0.33828961601035845,17.0
random_split,area_ratio,openroad_synth_chip_area,ridge_a1,standard,select_k_5,18,64,5.0,8711.53195555032,9764.973042186077,0.6040604011117553,0.16774494325707656,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,ridge_a1,standard,select_k_5,18,64,,7219.014107320836,8663.28253809523,-0.5182728772308474,0.1769230360900683,False,5.0,2047.5731585553094,1827.10767407401,1.8677946641096939,0.0418932093889985,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,ridge_a1,standard,select_k_5,18,64,,8550.27412539588,8550.27412539588,0.0,0.25915575922127587,False,,4699.261820512128,4699.261820512128,,0.24102315409001845,17.0
random_split,area_ratio,openroad_synth_chip_area,ridge_a10,standard,select_k_5,18,64,5.0,9422.716877311741,11059.942377810132,0.4920832092325539,0.18143916775798663,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,ridge_a10,standard,select_k_5,18,64,,7299.412327331154,8799.850534356006,-0.6451325299051277,0.17826721567187975,False,5.0,2756.7672124714763,2940.953795345311,2.371804492714013,0.054669147686192535,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,ridge_a10,standard,select_k_5,18,64,,8047.52974030779,8047.52974030779,0.0,0.22225528267698622,False,,5334.683313205921,5334.683313205921,,0.1846718031570059,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.2,standard,select_k_5,18,64,5.0,7173.078240995541,7785.260549048548,0.7483290173973207,0.13812124074775972,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.2,standard,select_k_5,18,64,,7128.78219983345,8390.809347824634,-0.7452403622853851,0.17625520160505856,False,5.0,1312.2231450933398,738.9178498958657,2.0758938363854575,0.033800458359618396,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.2,standard,select_k_5,18,64,,9156.813509181093,9156.813509181093,0.0,0.3162737444848146,False,,6048.328146973439,6048.328146973439,,0.4243558523641458,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.5,standard,select_k_5,18,64,5.0,7210.072978561703,7816.747507107034,0.7462891682801063,0.13883359308550125,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.5,standard,select_k_5,18,64,,7155.113911499888,8431.468320786855,-0.7735359211703148,0.17683617204617497,False,5.0,1324.7327670547145,751.6742850501496,2.1129951231841715,0.03366465673752875,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.5,standard,select_k_5,18,64,,9195.076950840647,9195.076950840647,0.0,0.31916174988204177,False,,6153.09182847118,6153.09182847118,,0.43479013490432167,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.8,standard,select_k_5,18,64,5.0,7247.343458924739,7848.752062226423,0.7442073496770869,0.13955125498992418,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.8,standard,select_k_5,18,64,,7229.839597818942,8522.444013235556,-0.8096868670304824,0.17922581484736602,False,5.0,1267.2135517789943,738.3165970325299,2.1531428482916994,0.035712916730929085,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.8,standard,select_k_5,18,64,,9241.3491160689,9241.3491160689,0.0,0.32271395705358846,False,,6282.564569122255,6282.564569122255,,0.447739101879766,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.2,standard,select_k_5,18,64,5.0,7565.025802997878,8060.895118148102,0.7301928947666112,0.1456683888134845,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.2,standard,select_k_5,18,64,,7033.721409353922,8202.810940808975,-0.46674629622787533,0.17397299283486203,False,5.0,1250.965850857803,816.1107578373397,1.7348693151809613,0.0340491660167627,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.2,standard,select_k_5,18,64,,8724.13144597305,8724.13144597305,0.0,0.28518265923352454,False,,5147.427307460128,5147.427307460128,,0.32429289530535554,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.5,standard,select_k_5,18,64,5.0,7761.652200607282,8249.994622579567,0.7173856743461395,0.14945452930841993,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.5,standard,select_k_5,18,64,,7112.4498300217765,8282.5110449213,-0.48590922306411927,0.1754075602802675,False,5.0,1281.6855462988185,781.4675570815473,1.7383218538919667,0.031696417055062896,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.5,standard,select_k_5,18,64,,8775.327876862682,8775.327876862682,0.0,0.28707580892625995,False,,5171.728605731811,5171.728605731811,,0.32832946103156196,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.8,standard,select_k_5,18,64,5.0,7640.285097627746,8137.699821068844,0.7250269233287012,0.14711754450408743,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.8,standard,select_k_5,18,64,,7156.501401920168,8323.337346109434,-0.5279541995052688,0.17632749014123023,False,5.0,1271.964608685307,679.009357273143,1.7763915841507545,0.03040215715579823,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.8,standard,select_k_5,18,64,,8842.386474270075,8842.386474270075,0.0,0.289410825985158,False,,5237.287421815991,5237.287421815991,,0.333116828840625,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.2,standard,select_k_5,18,64,5.0,8702.064465933592,9746.15929928794,0.6055846101090969,0.1675626419676308,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.2,standard,select_k_5,18,64,,7225.523892798954,8668.329489644677,-0.5336103412623123,0.177031077229826,False,5.0,2095.6953005018972,1912.0141327340657,1.9208793658633203,0.042725521438767344,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.2,standard,select_k_5,18,64,,8609.878724769645,8609.878724769645,0.0,0.2527387763356907,False,,4854.90148069421,4854.90148069421,,0.22015597397182832,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.5,standard,select_k_5,18,64,5.0,8523.67817179325,9414.289627776152,0.6319880242180913,0.16412772386814004,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.5,standard,select_k_5,18,64,,7140.267088132134,8487.816509766282,-0.5168238479987965,0.17559840004363517,False,5.0,1909.5019758581273,1679.5489081330527,1.9296046984732405,0.042059067016278755,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.5,standard,select_k_5,18,64,,8836.067595202081,8836.067595202081,0.0,0.25966786771367034,False,,4770.425249914836,4770.425249914836,,0.22612128592933325,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.8,standard,select_k_5,18,64,5.0,8514.841188880717,9395.64477465615,0.633444264663266,0.16395756330340927,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.8,standard,select_k_5,18,64,,7158.723592908949,8440.503995030136,-0.511929208474112,0.1761950190284935,False,5.0,1849.035174589546,1661.793371547069,1.9458344764710098,0.04148940065749251,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.8,standard,select_k_5,18,64,,9099.209752315268,9099.209752315268,0.0,0.2719810074869887,False,,4609.697426979109,4609.697426979109,,0.2506738227682739,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.2,standard,select_k_5,18,64,5.0,9121.022917505017,10464.048172538289,0.5453404664574524,0.17562989834050624,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.2,standard,select_k_5,18,64,,7245.986093604134,8636.655196819089,-0.7427546954605835,0.17813213325363947,False,5.0,2769.738101748914,2955.8218787917685,2.714853179989561,0.06005755181548862,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.2,standard,select_k_5,18,64,,7554.288339328478,7554.288339328478,0.0,0.20905945981053908,False,,5363.032477742565,5363.032477742565,,0.18654717667864767,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.5,standard,select_k_5,18,64,5.0,8671.665412651895,9645.714112974432,0.6136725094501185,0.16697729285867663,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.5,standard,select_k_5,18,64,,7158.3473811513295,8461.298763151663,-0.8207248290052895,0.1774763092729612,False,5.0,2730.5464305794153,2902.3175378808464,2.9771325125927013,0.06527210805866408,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.5,standard,select_k_5,18,64,,7225.62475141815,7225.62475141815,0.0,0.2044840436901067,False,,5259.930077687481,5259.930077687481,,0.19250315730567497,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.8,standard,select_k_5,18,64,5.0,7971.229963380179,8601.033062312084,0.692823437823468,0.1534900548742633,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.8,standard,select_k_5,18,64,,7008.7867913599575,8211.701031734443,-0.9010941200557554,0.17581759082017587,False,5.0,2570.72447389785,2855.2270953090574,3.241324166346715,0.06958055671609747,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.8,standard,select_k_5,18,64,,7096.904850445011,7096.904850445011,0.0,0.20550086990972471,False,,5166.763777386538,5166.763777386538,,0.19895966031513118,17.0
random_split,area_ratio,openroad_synth_chip_area,gpr_matern,standard,select_k_5,18,64,5.0,11856.643127372023,16515.53702292429,-0.13258874398130716,0.22830564575421863,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,gpr_matern,standard,select_k_5,18,64,,6523.880262775233,8317.896656594052,-0.03014958835806416,0.15905306343954348,False,5.0,3873.6775887215576,5420.58672767465,1.1662652424379345,0.07801579419030576,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,gpr_matern,standard,select_k_5,18,64,,7958.781827010086,7958.781827010086,0.0,0.21191456677397,False,,6483.893740346167,6483.893740346167,,0.1778697103444408,17.0
random_split,area_ratio,openroad_synth_chip_area,gpr_rbf,standard,select_k_5,18,64,5.0,32107.36864442522,48868.64245165704,-8.916248253422786,0.618243583203721,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,gpr_rbf,standard,select_k_5,18,64,,14249.244753690768,17587.808765334707,-3.291681769543698,0.31675068162864245,False,5.0,13451.479793272214,19382.26438654557,4.232729081767431,0.22331927827486434,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,gpr_rbf,standard,select_k_5,18,64,,14235.79127105322,14235.79127105322,0.0,0.32231749603518256,False,,11996.197717589208,11996.197717589208,,0.19206447821638967,17.0
random_split,area_ratio,openroad_synth_chip_area,gpr_rq,standard,select_k_5,18,64,5.0,3226.1195971868556,4734.41449819599,0.9069279248915321,0.06212056060080946,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,gpr_rq,standard,select_k_5,18,64,,4901.515431308953,6426.071238265153,-0.04552692770000659,0.12792644943992232,False,5.0,1623.4421593422778,2229.2674603565465,1.6169417085927202,0.06221056723917545,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,gpr_rq,standard,select_k_5,18,64,,7643.832448210094,7643.832448210094,0.0,0.21013253945887722,False,,6114.1562449338535,6114.1562449338535,,0.19970932971921174,17.0
random_split,area_ratio,openroad_synth_chip_area,ridge_a0.1,standard,select_k_10,18,64,5.0,16371.822641480347,19421.999423179896,-0.5662991605980854,0.3152477054578577,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,ridge_a0.1,standard,select_k_10,18,64,,10275.945378189555,11995.369067000996,-1.2191813427263918,0.24233678693207059,False,5.0,5189.459730175712,6485.1099907748,1.7773907974626355,0.0762199972497335,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,ridge_a0.1,standard,select_k_10,18,64,,12705.74850736721,12705.74850736721,0.0,0.42630332299823037,False,,11781.0143795807,11781.0143795807,,0.5645100237676208,17.0
random_split,area_ratio,openroad_synth_chip_area,ridge_a1,standard,select_k_10,18,64,5.0,10689.475257906723,11314.934237991918,0.46839273209614296,0.20583123952648283,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,ridge_a1,standard,select_k_10,18,64,,8044.540943654133,9460.667986404922,-0.931152698798595,0.19278703449781517,False,5.0,2581.2183656321413,2909.8013442759957,2.010557886541522,0.02720023514986698,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,ridge_a1,standard,select_k_10,18,64,,11094.902725231386,11094.902725231386,0.0,0.3575579054258549,False,,11388.247467571431,11388.247467571431,,0.48929705234394466,17.0
random_split,area_ratio,openroad_synth_chip_area,ridge_a10,standard,select_k_10,18,64,5.0,9385.193588529988,9931.096322078149,0.5904742355200401,0.18071663789990539,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,ridge_a10,standard,select_k_10,18,64,,8463.243558158803,9934.597412134095,-1.0296746455980408,0.20231544054345885,False,5.0,3442.798573342717,4294.268780280867,2.1036960334809156,0.06460673239330851,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,ridge_a10,standard,select_k_10,18,64,,9975.562089863082,9975.562089863082,0.0,0.3079504513881637,False,,12426.415311879326,12426.415311879326,,0.5125078369199821,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.2,standard,select_k_10,18,64,5.0,23236.105275950216,30892.65133131478,-2.9627548575435236,0.4474229309973875,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.2,standard,select_k_10,18,64,,13166.816587005345,16431.24880915152,-2.0500339614912475,0.308173862785329,False,5.0,8568.178251511954,10943.998273222296,1.5898015142847526,0.14627982307945872,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.2,standard,select_k_10,18,64,,25849.567704671994,25849.567704671994,0.0,0.9679687192701939,False,,64016.06327273277,64016.06327273277,,2.637391875101502,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.5,standard,select_k_10,18,64,5.0,23870.167137061402,31982.91534645188,-3.247397807592816,0.4596321120525987,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.5,standard,select_k_10,18,64,,12793.196787140081,15944.01180768108,-1.9369249362159977,0.2990522211732363,False,5.0,8889.634172369071,11488.737931087906,1.7976833801076677,0.1526919519533179,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.5,standard,select_k_10,18,64,,30634.024635005193,30634.024635005193,0.0,1.1641026530245793,False,,84037.84063945472,84037.84063945472,,3.444478245918727,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.8,standard,select_k_10,18,64,5.0,24684.638148411243,33343.66482487097,-3.616507068321803,0.47531516232211724,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.8,standard,select_k_10,18,64,,12621.175129412104,15704.945963245083,-1.9126657007905805,0.2946822572859237,False,5.0,9135.459409413148,12088.533924353276,1.948669510603735,0.15586426899379258,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.8,standard,select_k_10,18,64,,41788.04204564958,41788.04204564958,0.0,1.6201032108447382,False,,130740.5089155621,130740.5089155621,,5.332256489987093,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.2,standard,select_k_10,18,64,5.0,15609.923776210799,18232.026842434247,-0.3802467860725365,0.30057695838669024,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.2,standard,select_k_10,18,64,,10281.505015069028,11760.320063400794,-1.216063706570394,0.24263670104590154,False,5.0,4660.721039346645,5832.0371078122125,1.795192708390768,0.06280316998262958,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.2,standard,select_k_10,18,64,,9833.320438956538,9833.320438956538,0.0,0.309977659385297,False,,6518.277579736371,6518.277579736371,,0.35977192861448876,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.5,standard,select_k_10,18,64,5.0,16026.147090476665,18886.67615593567,-0.4811461319841024,0.3085915483107181,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.5,standard,select_k_10,18,64,,10401.787835164829,11997.667445230147,-1.2562399863542857,0.24481767665065263,False,5.0,4946.503197332017,6227.751233983485,1.7893238333265427,0.06768426279839158,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.5,standard,select_k_10,18,64,,10582.194785725282,10582.194785725282,0.0,0.34200998930826026,False,,6768.679202373531,6768.679202373531,,0.38466307804727073,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.8,standard,select_k_10,18,64,5.0,17026.14942170703,20486.843481674845,-0.7427574194672497,0.3278470977554179,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.8,standard,select_k_10,18,64,,10664.608769548318,12485.866563068583,-1.3368887410941803,0.2496756603170379,False,5.0,5573.919597351805,7111.970081651448,1.7741185810882152,0.07896335705544068,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.8,standard,select_k_10,18,64,,10681.057883109132,10681.057883109132,0.0,0.34585940206855553,False,,6804.357932158688,6804.357932158688,,0.3911523920448098,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.2,standard,select_k_10,18,64,5.0,9811.40548994792,10244.296571804784,0.5642362225768338,0.18892356310934463,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.2,standard,select_k_10,18,64,,8169.314043027422,9445.38830040628,-0.9244351382081323,0.19604348442936095,False,5.0,2377.411687129115,2399.941263531571,1.9505022606689562,0.027151728034129564,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.2,standard,select_k_10,18,64,,10153.555242095612,10153.555242095612,0.0,0.31644458426341204,False,,8835.023715914609,8835.023715914609,,0.3782200553108253,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.5,standard,select_k_10,18,64,5.0,9430.633661755417,9807.108259835964,0.6006361224925332,0.1815916094369082,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.5,standard,select_k_10,18,64,,8110.075145335194,9331.006673212261,-0.8918197481985842,0.19514266281087744,False,5.0,2299.65069335531,2357.393183135579,1.9138843815569573,0.02862783742282474,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.5,standard,select_k_10,18,64,,8991.818424428471,8991.818424428471,0.0,0.27297824915510527,False,,5615.414219322536,5615.414219322536,,0.2564719401751344,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.8,standard,select_k_10,18,64,5.0,9246.541523826021,9623.72319315798,0.6154320499569048,0.1780468224363433,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.8,standard,select_k_10,18,64,,7973.097792642839,9141.796601724,-0.840055550316519,0.19254925761278469,False,5.0,2185.692823855861,2249.030085317853,1.8725503369679632,0.030239687606803487,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.8,standard,select_k_10,18,64,,9129.920820593004,9129.920820593004,0.0,0.28336878080823785,False,,5647.908117491184,5647.908117491184,,0.28290470222352654,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.2,standard,select_k_10,18,64,5.0,9103.943080851648,9599.896542981134,0.6173339382143079,0.17530101746801696,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.2,standard,select_k_10,18,64,,8038.46947137239,9336.002211489651,-0.955853312694998,0.1927490425756286,False,5.0,3186.5805712025413,3834.2779181378214,2.4353476881621634,0.05989756673565258,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.2,standard,select_k_10,18,64,,8955.63183595383,8955.63183595383,0.0,0.2707181152292782,False,,10211.480022765925,10211.480022765925,,0.4187928102976713,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.5,standard,select_k_10,18,64,5.0,8595.783768567697,8979.462504095462,0.6651984006232741,0.16551615351532065,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.5,standard,select_k_10,18,64,,7136.524544572732,8235.929717717878,-0.7320399810015856,0.17316771756502858,False,5.0,2657.8602938790045,2420.5172279085195,2.70969780999989,0.05180603233635434,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.5,standard,select_k_10,18,64,,7184.877498390364,7184.877498390364,0.0,0.20589086671952933,False,,5149.014548816767,5149.014548816767,,0.19783752301895885,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.8,standard,select_k_10,18,64,5.0,7741.182155722886,8110.827700361937,0.7268399441571004,0.14906036826589342,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.8,standard,select_k_10,18,64,,6998.800218775122,8050.444029354464,-0.7872985826732805,0.1756268048773639,False,5.0,2543.667257142267,2724.587935246065,3.015207969175423,0.06912896371861096,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.8,standard,select_k_10,18,64,,7031.66862791494,7031.66862791494,0.0,0.2054850935281243,False,,4989.845235578828,4989.845235578828,,0.19846653255773894,17.0
random_split,area_ratio,openroad_synth_chip_area,gpr_matern,standard,select_k_10,18,64,5.0,5702.44274618888,6684.513960340176,0.8144647171449417,0.10980341227776104,False,,,,,,
kfold,area_ratio,openroad_synth_chip_area,gpr_matern,standard,select_k_10,18,64,,6238.025465520128,7554.502383218716,0.051014112280474054,0.1581490162153817,False,5.0,3477.4666274615415,3324.360229451441,0.8924211650957834,0.09197854453838161,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,gpr_matern,standard,select_k_10,18,64,,7418.105209400113,7418.105209400113,0.0,0.2127665650187292,False,,5451.839820680249,5451.839820680249,,0.20430757293206114,17.0
