evaluation,target,feature_set,include_benchmark_onehot,model,scaler,reduction,rows,features,test_rows,mae,rmse,r2,relative_mae,folds,mae_std,rmse_std,r2_std,relative_mae_std,groups,error
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,gpr_rbf,standard,select_k_10,18.0,16.0,,1.3032420118437005,1.3032962312255982,-1394.3931592580734,0.37701214462050364,,0.6988248014172985,0.698929335150534,,0.34534616236417764,17.0,
random_split,openroad_critical_path_delay,hls_only,False,ridge_a0.1,robust,none,18.0,16.0,5.0,4.058104651970644,5.682211476513887,-21.544633657182793,0.9245406240535309,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,ridge_a0.1,robust,none,18.0,16.0,,2.552753613780187,2.9384273680378046,-221.91663874651618,0.6129798991038904,5.0,1.6109592181108527,2.1504905175388185,472.13601483664604,0.3817048265143014,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,ridge_a0.1,robust,none,18.0,16.0,,1.3009476920099434,1.3009865393606705,-2716.7352856591183,0.3341977305274995,,0.9219680870846536,0.9220705114666674,,0.3102972566622095,17.0,
random_split,openroad_critical_path_delay,hls_only,False,ridge_a1,robust,none,18.0,16.0,5.0,2.058947971194925,2.3725651181861744,-2.9304717463180783,0.4690813089943146,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,ridge_a1,robust,none,18.0,16.0,,2.0726076074624222,2.1517786771832723,-88.22104761754805,0.5609908798990686,5.0,0.8128362128256169,0.8467068832917076,168.0549499572877,0.4087498655082443,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,ridge_a1,robust,none,18.0,16.0,,1.2046342536378114,1.2046764078397512,-2307.141373725035,0.31868600352638093,,0.7428218066959047,0.7429485826290727,,0.2805751897244404,17.0,
random_split,openroad_critical_path_delay,hls_only,False,ridge_a10,robust,none,18.0,16.0,5.0,1.1579353878431426,1.362595293341047,-0.2964093828257788,0.26380746626883955,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,ridge_a10,robust,none,18.0,16.0,,1.6087175643153777,1.660319773670497,-58.67392593195922,0.44308480586446697,5.0,0.638245241906159,0.6381359200786172,111.28521189770586,0.3594157428728018,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,ridge_a10,robust,none,18.0,16.0,,1.0302332291104634,1.0302857034085595,-1488.712905425138,0.27093944437265977,,0.6194021729656655,0.6195485775775356,,0.23431101738876997,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a0.001_l10.2,robust,none,18.0,16.0,5.0,5.4528922632483425,8.090033601583771,-44.699247357971345,1.2423091192367708,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a0.001_l10.2,robust,none,18.0,16.0,,6.2787310670178895,7.372760737574334,-773.4057958455445,1.9887995736489414,5.0,6.3111591404937695,7.446266162334046,1033.674717969605,2.749800433996339,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a0.001_l10.2,robust,none,18.0,16.0,,2.1361985703739275,2.136237097262879,-2762.126519208135,0.7039901018723275,,2.1141611802573186,2.1141898861928987,,1.0374103576498614,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a0.001_l10.5,robust,none,18.0,16.0,5.0,5.532046676005972,8.2330375791619,-46.32913770787116,1.260342530507225,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a0.001_l10.5,robust,none,18.0,16.0,,7.0583344059905215,8.302287349919855,-975.0225375221198,2.292200144806017,5.0,7.85340396560332,9.270668005356603,1352.5287979111495,3.3904004460024297,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a0.001_l10.5,robust,none,18.0,16.0,,2.349755355244811,2.3497938949102273,-2760.295120368907,0.7978316371927706,,2.60343715446343,2.6034570955558687,,1.281640427779629,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a0.001_l10.8,robust,none,18.0,16.0,5.0,5.613453876982457,8.370547253084673,-47.92334031238914,1.2788891848811337,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a0.001_l10.8,robust,none,18.0,16.0,,8.272515646157311,9.74445655242156,-1367.1735117429603,2.767332775933666,5.0,10.331964583453944,12.205285723436504,2090.2099447544074,4.407376034660809,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a0.001_l10.8,robust,none,18.0,16.0,,2.7905066592627263,2.790545211713437,-2758.464278285077,0.9942514874755465,,3.6977659561667036,3.697775104818144,,1.8139913007873112,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a0.01_l10.2,robust,none,18.0,16.0,5.0,3.8738432453439415,5.363426104823331,-19.085978781616035,0.8825611359718457,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a0.01_l10.2,robust,none,18.0,16.0,,2.444543433580887,2.7713519495082006,-188.84472939707567,0.588502091768367,5.0,1.479348023626349,1.9669040759073029,400.8382488622469,0.35353841388202495,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a0.01_l10.2,robust,none,18.0,16.0,,1.2917221912364223,1.2917613564511568,-2672.8082265393687,0.3315547798815871,,0.8845221242048967,0.8846288214603287,,0.30969699096550424,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a0.01_l10.5,robust,none,18.0,16.0,5.0,3.9850702676657326,5.573763649644959,-20.692294628671757,0.9079015126866423,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a0.01_l10.5,robust,none,18.0,16.0,,2.67213317814289,2.994256613503809,-188.81592333003204,0.6762494360713002,5.0,1.4343477663984987,1.9491020807559787,388.8876461753895,0.41516365226124463,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a0.01_l10.5,robust,none,18.0,16.0,,1.3156862025797171,1.3157254683636503,-2659.131781770898,0.34194772602844936,,0.8694165362039166,0.8695237784910337,,0.31146781077423014,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a0.01_l10.8,robust,none,18.0,16.0,5.0,4.145561556394896,5.8425528874911565,-22.834920153706285,0.9444655564859469,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a0.01_l10.8,robust,none,18.0,16.0,,2.709381220267618,3.0465148822761146,-185.09158072803248,0.684983582474459,5.0,1.4797658723268676,2.029231334899451,379.4803435459072,0.42312524129273943,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a0.01_l10.8,robust,none,18.0,16.0,,1.3098933840545308,1.3099327290194158,-2648.4376425334412,0.33968576895895364,,0.8705251084271522,0.8706323651700125,,0.3096086061134599,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a0.1_l10.2,robust,none,18.0,16.0,5.0,1.6139058699734463,1.7794788941584845,-1.211027169676718,0.367689270769378,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a0.1_l10.2,robust,none,18.0,16.0,,1.841786647587729,1.8816789271204821,-70.16507796493153,0.5006224387225808,5.0,0.6549847492998888,0.6578335230182226,133.39488933614768,0.37117491749261045,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a0.1_l10.2,robust,none,18.0,16.0,,1.11594283162027,1.1159883798087213,-1976.0501792634798,0.29489839334980034,,0.7045653931620209,0.7046989777187919,,0.2696176654287428,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a0.1_l10.5,robust,none,18.0,16.0,5.0,1.4603015264494614,1.6128293055603866,-0.8162900710674788,0.3326942502368161,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a0.1_l10.5,robust,none,18.0,16.0,,1.6633784363983324,1.6996752267459037,-65.65872886510763,0.44358972331474433,5.0,0.480215012260412,0.47268802340363236,130.68704267314544,0.2935940018602016,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a0.1_l10.5,robust,none,18.0,16.0,,1.0464544103144358,1.0465029023259018,-1743.3521682384167,0.27944519859183137,,0.6794677085181688,0.6796063582201858,,0.25542097760763005,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a0.1_l10.8,robust,none,18.0,16.0,5.0,1.3858341836062995,1.5389037901987197,-0.6536033186883652,0.31572867405573063,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a0.1_l10.8,robust,none,18.0,16.0,,1.6111386522814706,1.652802005703137,-62.35224408952373,0.4314653364218657,5.0,0.486514728890808,0.4845846099805769,123.65326348021544,0.29415189805904085,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a0.1_l10.8,robust,none,18.0,16.0,,1.0084518767067967,1.0085022526023262,-1615.362886923095,0.26699315331744194,,0.6603546551292394,0.6604972251794056,,0.24957427219409567,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a1.0_l10.2,robust,none,18.0,16.0,5.0,0.9194151967571591,1.2152776803864809,-0.03123926397734622,0.2094664314192538,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a1.0_l10.2,robust,none,18.0,16.0,,1.351405568470693,1.4487273829330887,-44.88724553869807,0.37339434942104155,5.0,0.552533955631914,0.5281567554477842,85.83766913561306,0.31427714756016006,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a1.0_l10.2,robust,none,18.0,16.0,,1.0231788773686952,1.0232428837852292,-1000.4284999137219,0.2798991435708087,,0.48986384155981844,0.49002416551902417,,0.21069984141768688,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a1.0_l10.5,robust,none,18.0,16.0,5.0,0.9036781228925859,1.1685685925911786,0.04650852157669949,0.20588112119703872,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a1.0_l10.5,robust,none,18.0,16.0,,1.3544813894020087,1.4424806712351852,-46.8410336613516,0.37305969225908553,5.0,0.5428810713385395,0.5191747800749228,90.33424841029385,0.31060863344256967,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a1.0_l10.5,robust,none,18.0,16.0,,1.1253014691380379,1.1253688800980808,-901.879174542138,0.3163890061461578,,0.4989737231864576,0.49910905045617304,,0.253619261285264,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a1.0_l10.8,robust,none,18.0,16.0,5.0,0.8980452594108839,1.1301285127321197,0.1082069961664206,0.20459781000494015,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a1.0_l10.8,robust,none,18.0,16.0,,1.3536612301870123,1.4354129143808743,-46.674671418625294,0.3721254559742725,5.0,0.5352608296762935,0.512317133037609,90.10231454312681,0.3076929527634082,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a1.0_l10.8,robust,none,18.0,16.0,,1.2164900341745508,1.2165596801214826,-844.8925141891839,0.34921819841925483,,0.5554430684084969,0.5555476843573437,,0.31058897677530606,17.0,
random_split,openroad_critical_path_delay,hls_only,False,pls_2,robust,none,18.0,16.0,5.0,1.2308173755067595,1.463707208350568,-0.4959491105927265,0.28041185776082844,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,pls_2,robust,none,18.0,16.0,,3.510412236449853,4.31892424026427,-175.24141589864263,1.0878468063604574,5.0,3.32666967328159,4.100171810531074,248.78590610347638,1.4688248676603828,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,pls_2,robust,none,18.0,16.0,,1.670716396322202,1.6707671313622139,-1592.5670365002466,0.4508470306672856,,2.9032649822322085,2.903284984507683,,0.8576929977341846,17.0,
random_split,openroad_critical_path_delay,hls_only,False,pls_3,robust,none,18.0,16.0,5.0,1.3107367882858556,1.4324642585435192,-0.43276837203691154,0.29861955571383625,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,pls_3,robust,none,18.0,16.0,,3.9584333456147562,4.785311234963306,-224.3968009575793,1.24773440172244,5.0,4.051594564712263,4.898982799309315,344.99621011095127,1.7683282354235201,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,pls_3,robust,none,18.0,16.0,,1.9476101993719814,1.9476503445808935,-2543.883758681576,0.5216504027736018,,3.0713034570864597,3.071324640300365,,0.9144538729692374,17.0,
random_split,openroad_critical_path_delay,hls_only,False,pls_5,robust,none,18.0,16.0,5.0,3.2093091761218995,4.104877446857217,-10.76545664428368,0.7311631815684205,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,pls_5,robust,none,18.0,16.0,,5.452871311690162,6.935507805897051,-320.0073210091462,1.5967843778310669,5.0,4.313730011330929,5.761768140665897,391.94825113347315,1.8105530421532865,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,pls_5,robust,none,18.0,16.0,,2.078864209065603,2.0789037596275377,-2620.969096626742,0.5688921788696054,,3.3445205025568856,3.3445386740911416,,0.9881478300438993,17.0,
random_split,openroad_critical_path_delay,hls_only,False,gpr_matern,robust,none,18.0,16.0,5.0,0.8753765446579933,1.0997452730233994,0.15551370759343608,0.19943329368968163,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,gpr_matern,robust,none,18.0,16.0,,1.0927776939933083,1.1930709044319316,-19.469647943027287,0.3210766792129086,5.0,0.7069963133426299,0.6792871493320247,31.22905358519131,0.34659518465855793,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,gpr_matern,robust,none,18.0,16.0,,1.0857523038410695,1.0858240734425895,-795.6025738888062,0.3309083645897464,,0.7681482059460272,0.7682332604488553,,0.35165684959904286,17.0,
random_split,openroad_critical_path_delay,hls_only,False,gpr_rbf,robust,none,18.0,16.0,5.0,0.8672550850085585,1.0781488176470326,0.18835555882511745,0.1975830162778195,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,gpr_rbf,robust,none,18.0,16.0,,1.044009238413285,1.1511327337809403,-15.534444663467244,0.3110967680578076,5.0,0.7362717439660297,0.7034125663478813,23.432494725087327,0.3512097540944811,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,gpr_rbf,robust,none,18.0,16.0,,1.05696249549112,1.05703699285965,-738.3703513012191,0.3240546568413242,,0.7552948082127616,0.7553801606529073,,0.3503536150188645,17.0,
random_split,openroad_critical_path_delay,hls_only,False,ridge_a0.1,robust,select_k_5,18.0,16.0,5.0,1.0571157563642268,1.3382914920525277,-0.25057525386800883,0.24083816089148818,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,ridge_a0.1,robust,select_k_5,18.0,16.0,,1.716840844910322,1.8430954924968397,-67.832842540705,0.5078445596578851,5.0,1.192766626735841,1.239289429315183,112.13348239224938,0.5751550689277403,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,ridge_a0.1,robust,select_k_5,18.0,16.0,,1.0365095791098928,1.0365676029126325,-1217.4731020934632,0.2838031725710291,,0.5394199452926861,0.5395760759387854,,0.22691872430481355,17.0,
random_split,openroad_critical_path_delay,hls_only,False,ridge_a1,robust,select_k_5,18.0,16.0,5.0,0.9860758048883094,1.3170004763346423,-0.2111007155757494,0.22465343262471396,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,ridge_a1,robust,select_k_5,18.0,16.0,,1.6290037897566072,1.7605038609558767,-62.589286064946066,0.4798616622695103,5.0,1.1059191829262505,1.135502132486999,105.20277453141998,0.5371100173839485,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,ridge_a1,robust,select_k_5,18.0,16.0,,0.9654844525059453,0.9655467917489693,-1054.6811655677525,0.25102161361311226,,0.5351077383368497,0.5352650362849039,,0.19768878691581432,17.0,
random_split,openroad_critical_path_delay,hls_only,False,ridge_a10,robust,select_k_5,18.0,16.0,5.0,0.9238920343407055,1.2631126815156593,-0.11401897323434707,0.2104863701759511,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,ridge_a10,robust,select_k_5,18.0,16.0,,1.4238570886374107,1.5415870923826493,-49.57113896469683,0.4039579545134491,5.0,0.7393040135719904,0.7238894605653389,90.76261475724412,0.387493115836615,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,ridge_a10,robust,select_k_5,18.0,16.0,,0.9538236077513276,0.9538872014084352,-1013.4638687790126,0.24397876133542057,,0.5343427825891087,0.5344993720857604,,0.19715474865356636,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a0.001_l10.2,robust,select_k_5,18.0,16.0,5.0,1.0530786479443766,1.2961486481797473,-0.1730540388686037,0.23991840374918588,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a0.001_l10.2,robust,select_k_5,18.0,16.0,,1.807294643710381,1.9281735753451943,-75.88928023592572,0.5260554510146858,5.0,1.1342696743827014,1.1771728991252441,129.09830364407156,0.5637727167508763,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a0.001_l10.2,robust,select_k_5,18.0,16.0,,1.065671403703422,1.0657236049073169,-1504.3355034911783,0.2861917084544817,,0.5488582041040915,0.5490203850009624,,0.22443799378193527,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a0.001_l10.5,robust,select_k_5,18.0,16.0,5.0,1.0507026561718793,1.2901508226454157,-0.16222272760778056,0.2393770917071162,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a0.001_l10.5,robust,select_k_5,18.0,16.0,,1.82820206230815,1.9500738146109473,-77.8599326833929,0.5301525980205603,5.0,1.1200301642573243,1.1628306886318147,133.18914452587956,0.5608348526937545,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a0.001_l10.5,robust,select_k_5,18.0,16.0,,1.0570309508887528,1.0570825438702356,-1540.025228133087,0.2785016862319567,,0.5645143234056277,0.564674066147301,,0.22036164461959132,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a0.001_l10.8,robust,select_k_5,18.0,16.0,5.0,1.0476355364829408,1.282706389444919,-0.14884890006988827,0.23867832294818808,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a0.001_l10.8,robust,select_k_5,18.0,16.0,,1.8585441498958901,1.984233418644529,-82.0773701392333,0.5360208111626295,5.0,1.1010743758899268,1.1400555000801877,142.1320621858547,0.556605590075654,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a0.001_l10.8,robust,select_k_5,18.0,16.0,,1.0545275527320959,1.0545784416387358,-1582.9480728751619,0.27409052549674195,,0.5763736464013258,0.576531709616255,,0.21864399748599547,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a0.01_l10.2,robust,select_k_5,18.0,16.0,5.0,1.0528308054126951,1.341426829634132,-0.2564417913585628,0.23986193884535537,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a0.01_l10.2,robust,select_k_5,18.0,16.0,,1.710219996790208,1.830949154085787,-66.08232082750537,0.5033431980726548,5.0,1.147797636211014,1.1919546563526306,109.75738462220019,0.5596715678593309,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a0.01_l10.2,robust,select_k_5,18.0,16.0,,1.0238486126259219,1.0239077809123676,-1170.8106468309597,0.2739900435037906,,0.5311153344084091,0.5312730312403763,,0.20982178000251264,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a0.01_l10.5,robust,select_k_5,18.0,16.0,5.0,1.0509806513987818,1.3464339037867268,-0.26583900677753114,0.2394404261705189,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a0.01_l10.5,robust,select_k_5,18.0,16.0,,1.6979083261671295,1.8168396743325033,-64.87440548614903,0.4987861784713239,5.0,1.1248689366670166,1.1654751873467075,108.1795611147706,0.5501747354025555,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a0.01_l10.5,robust,select_k_5,18.0,16.0,,1.018150398388893,1.0182090485950865,-1191.5953327308155,0.27166249315322416,,0.5381407478746015,0.5382980932731369,,0.21050694376923426,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a0.01_l10.8,robust,select_k_5,18.0,16.0,5.0,1.0531109441782127,1.3460689160964503,-0.265152819311419,0.23992576166199156,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a0.01_l10.8,robust,select_k_5,18.0,16.0,,1.691108625753681,1.8080023474789972,-64.10974044498192,0.49555902149380027,5.0,1.1014480147212853,1.140027597802002,107.39673637535499,0.5410660699870189,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a0.01_l10.8,robust,select_k_5,18.0,16.0,,1.022850678137577,1.0229082345585476,-1237.3342981989833,0.27286567731277434,,0.5422217174810391,0.5423795307191088,,0.21211637819064416,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a0.1_l10.2,robust,select_k_5,18.0,16.0,5.0,0.9701354341524402,1.30307233388244,-0.18561980422852042,0.22102180614592698,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a0.1_l10.2,robust,select_k_5,18.0,16.0,,1.5294076309901141,1.651544129418859,-54.86259567722213,0.44183286785818554,5.0,0.9076702853180003,0.9124433355490512,96.03363930194429,0.4577233701045537,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a0.1_l10.2,robust,select_k_5,18.0,16.0,,0.9880746674946148,0.9881373880383137,-1041.890515701435,0.2558311186393106,,0.5219433725519146,0.5221010040156188,,0.1950079288595763,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a0.1_l10.5,robust,select_k_5,18.0,16.0,5.0,0.9732494295096238,1.291589992288873,-0.16481710425867613,0.22173125438783772,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a0.1_l10.5,robust,select_k_5,18.0,16.0,,1.4174081339118716,1.526007549452403,-49.4581937179217,0.3980795911832604,5.0,0.6740463153062596,0.6565772199381138,92.26551047792836,0.36316968889759943,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a0.1_l10.5,robust,select_k_5,18.0,16.0,,0.9926805626377522,0.9927433299825161,-1040.3366251257446,0.2559087858452031,,0.5082725782083977,0.5084337472987684,,0.19241097989145473,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a0.1_l10.8,robust,select_k_5,18.0,16.0,5.0,0.975837152648707,1.2796052218174683,-0.1433005279205828,0.22232080428146206,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a0.1_l10.8,robust,select_k_5,18.0,16.0,,1.3644110390800481,1.4669866677176568,-48.22468641675806,0.3767399480193642,5.0,0.5570980838249783,0.5316734226800729,93.10747162575761,0.31570395984767424,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a0.1_l10.8,robust,select_k_5,18.0,16.0,,0.9753061285479743,0.975368960970394,-1038.1816828394406,0.24922946034750884,,0.5159499300210366,0.5161108160571309,,0.19517542592718579,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a1.0_l10.2,robust,select_k_5,18.0,16.0,5.0,0.9194151967571591,1.2152776803864809,-0.03123926397734622,0.2094664314192538,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a1.0_l10.2,robust,select_k_5,18.0,16.0,,1.3465905783026977,1.4447343749071369,-44.90941872872397,0.3723385774794445,5.0,0.5550190186817651,0.5298203504791207,85.90782624396367,0.3148108478151303,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a1.0_l10.2,robust,select_k_5,18.0,16.0,,1.0366029069762126,1.0366681374191227,-963.2167993621727,0.2809059504827838,,0.4638453279159955,0.46400976872579697,,0.20246854454455745,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a1.0_l10.5,robust,select_k_5,18.0,16.0,5.0,0.9036781228925859,1.1685685925911786,0.04650852157669949,0.20588112119703872,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a1.0_l10.5,robust,select_k_5,18.0,16.0,,1.3544814071431364,1.4424806891740203,-46.841039633516374,0.373059695568519,5.0,0.5428810669543225,0.5191747717780378,90.3342616571606,0.3106086315724733,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a1.0_l10.5,robust,select_k_5,18.0,16.0,,1.1236275830047957,1.1236949939648382,-901.879174542138,0.3156889617434798,,0.4958550182564562,0.49599143816011987,,0.25265861524341254,17.0,
random_split,openroad_critical_path_delay,hls_only,False,elasticnet_a1.0_l10.8,robust,select_k_5,18.0,16.0,5.0,0.8980452594108839,1.1301285127321197,0.1082069961664206,0.20459781000494015,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,elasticnet_a1.0_l10.8,robust,select_k_5,18.0,16.0,,1.3536612301870123,1.4354129143808743,-46.674671418625294,0.3721254559742725,5.0,0.5352608296762935,0.512317133037609,90.10231454312681,0.3076929527634082,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,elasticnet_a1.0_l10.8,robust,select_k_5,18.0,16.0,,1.2164900341745508,1.2165596801214826,-844.8925141891839,0.34921819841925483,,0.5554430684084969,0.5555476843573437,,0.31058897677530606,17.0,
random_split,openroad_critical_path_delay,hls_only,False,gpr_matern,robust,select_k_5,18.0,16.0,5.0,0.9640493894833362,1.1935112581221639,0.00537026952996944,0.21963524862241446,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,gpr_matern,robust,select_k_5,18.0,16.0,,1.2015059436467144,1.3814240957923978,-51.97855078864244,0.35472513671148864,5.0,0.8361649015199613,0.7590767436604658,98.90100473882886,0.3972919979121486,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,gpr_matern,robust,select_k_5,18.0,16.0,,1.0483146177741074,1.0483704159899427,-1316.571783948798,0.3237805957951436,,0.7478585938766564,0.7479735579230817,,0.34858768261267836,17.0,
random_split,openroad_critical_path_delay,hls_only,False,gpr_rbf,robust,select_k_5,18.0,16.0,5.0,1.0049869499696231,1.2469808194061798,-0.08574526337469313,0.22896187791494427,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,gpr_rbf,robust,select_k_5,18.0,16.0,,1.3541567548035982,1.6002240118389417,-65.08325286114864,0.4203217206653214,5.0,1.243742067069394,1.2485274610023107,111.68616240681999,0.5571678450876024,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,gpr_rbf,robust,select_k_5,18.0,16.0,,1.048721806574549,1.048767149189676,-1994.01328407545,0.33313209635207663,,0.9176089714202245,0.9177153397707399,,0.3882305400049865,17.0,
random_split,openroad_critical_path_delay,hls_only,False,ridge_a0.1,robust,select_k_10,18.0,16.0,5.0,4.067030236233363,5.724405783478618,-21.880695437751147,0.9265741017363425,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,ridge_a0.1,robust,select_k_10,18.0,16.0,,2.456357072252727,2.8776636414024703,-262.3015124102476,0.5769306990684757,5.0,1.7631998467270589,2.2639149855124896,564.9542826395473,0.40093412295473563,,
groupkfold_by_benchmark,openroad_critical_path_delay,hls_only,False,ridge_a0.1,robust,select_k_10,18.0,16.0,,1.2746023495321572,1.274644735774678,-2281.944483730321,0.3327356755305236,,0.8507762487375152,0.8508828880957119,,0.29696895792200084,17.0,
random_split,openroad_critical_path_delay,hls_only,False,ridge_a1,robust,select_k_10,18.0,16.0,5.0,1.9943301678303578,2.289869201851688,-2.6612530682257884,0.4543597112605957,,,,,,,
kfold,openroad_critical_path_delay,hls_only,False,ridge_a1,robust,select_k_10,18.0,16.0,,2.06657758846518,2.1400018237545617,-105.12401972945672,0.5612582096110199,5.0,0.8546273819189459,0.8777134985460455,205.11325656372048,0.42143185677978046,,
