experiment,evaluation,target,model,feature_set,reduction,scaler,benchmark_onehot,mae,rmse,r2,relative_mae,rows,features,normalized_target
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a1.0_l10.5,semantic_ratios_normalized_target,select_k_5,robust,False,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a1.0_l10.5,semantic_ratios_normalized_target,select_k_5,robust,False,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a1.0_l10.8,semantic_ratios_normalized_target,select_k_5,robust,False,0.0329598153109184,0.0338321885502496,-0.2504473643403826,1.0152102294991214,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a1.0_l10.8,semantic_ratios_normalized_target,select_k_5,robust,False,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a1.0_l10.8,semantic_ratios_normalized_target,select_k_5,robust,False,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,gpr_matern,semantic_ratios_normalized_target,select_k_5,robust,False,0.0218082552923106,0.0325135389890776,-0.1548716426786849,0.6717259684688796,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,gpr_matern,semantic_ratios_normalized_target,select_k_5,robust,False,0.0290847068312606,0.044159751867941,-85.4678976033302,1.4082919603081758,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,gpr_matern,semantic_ratios_normalized_target,select_k_5,robust,False,0.0285645654962689,0.0305742269730792,-2.2458395422741204,2.427487409451915,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,gpr_rbf,semantic_ratios_normalized_target,select_k_5,robust,False,0.0218090062183822,0.0325144175294645,-0.1549340545304232,0.6717490980836027,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,gpr_rbf,semantic_ratios_normalized_target,select_k_5,robust,False,0.0361409680662077,0.0534743587483478,-434.5195487795848,2.6679581082583548,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,gpr_rbf,semantic_ratios_normalized_target,select_k_5,robust,False,0.0409284844259548,0.0429411044260764,-2.237907849337819,4.620086163647669,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,gpr_rq,semantic_ratios_normalized_target,select_k_5,robust,False,0.0202135770358088,0.0307982094965343,-0.036230015941272,0.6226075597797343,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,gpr_rq,semantic_ratios_normalized_target,select_k_5,robust,False,0.0297271380614909,0.0444993049535786,-65.35839164882266,1.576504839027359,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,gpr_rq,semantic_ratios_normalized_target,select_k_5,robust,False,0.0271759425849583,0.0291916991316821,-2.229537426411031,2.258795417114766,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,ridge_a0.1,semantic_ratios_normalized_target,select_k_10,robust,False,0.0254734960756213,0.0373822674365944,-0.5266395552459915,0.784620713226802,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,ridge_a0.1,semantic_ratios_normalized_target,select_k_10,robust,False,0.0339955436777103,0.0490591624961153,-113.50747018083146,1.922232072677052,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,ridge_a0.1,semantic_ratios_normalized_target,select_k_10,robust,False,0.0257399385775599,0.0276305935979143,-2.596771403936953,2.0734821650337327,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,ridge_a1,semantic_ratios_normalized_target,select_k_10,robust,False,0.0247895055913798,0.0357188138766545,-0.393796237850027,0.7635528119072219,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,ridge_a1,semantic_ratios_normalized_target,select_k_10,robust,False,0.0328273147311271,0.0464743779408854,-61.24037958464889,1.820794998327539,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,ridge_a1,semantic_ratios_normalized_target,select_k_10,robust,False,0.0246035831311087,0.0265073073255825,-2.554958142466844,1.891237300003135,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,ridge_a10,semantic_ratios_normalized_target,select_k_10,robust,False,0.0197759452968767,0.0272235328070176,0.1903558233001072,0.6091278659790792,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,ridge_a10,semantic_ratios_normalized_target,select_k_10,robust,False,0.0313219773342052,0.0440478932410604,-74.31821894924266,1.763546906441205,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,ridge_a10,semantic_ratios_normalized_target,select_k_10,robust,False,0.0253224056618632,0.0272533079039964,-2.470732463058082,1.9896443383001543,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a0.001_l10.2,semantic_ratios_normalized_target,select_k_10,robust,False,0.0460766546931614,0.0547981688353848,-2.2804794587072377,1.4192279521087128,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a0.001_l10.2,semantic_ratios_normalized_target,select_k_10,robust,False,0.0413494893010475,0.0544474761947555,-150.43215189130336,2.545858565937721,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.001_l10.2,semantic_ratios_normalized_target,select_k_10,robust,False,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a0.001_l10.5,semantic_ratios_normalized_target,select_k_10,robust,False,0.0453400011551413,0.053412361175013,-2.116655388288971,1.3965379521696946,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a0.001_l10.5,semantic_ratios_normalized_target,select_k_10,robust,False,0.0414344877877497,0.0545976903128229,-150.39651921373908,2.543596157795456,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.001_l10.5,semantic_ratios_normalized_target,select_k_10,robust,False,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a0.001_l10.8,semantic_ratios_normalized_target,select_k_10,robust,False,0.0446033476168576,0.0520417902187153,-1.9587596398696625,1.3738479522225595,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a0.001_l10.8,semantic_ratios_normalized_target,select_k_10,robust,False,0.0415194862744925,0.054751740364583,-150.36273446278886,2.541333749652396,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.001_l10.8,semantic_ratios_normalized_target,select_k_10,robust,False,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a0.01_l10.2,semantic_ratios_normalized_target,select_k_10,robust,False,0.0416567333327827,0.0467384655597539,-1.386459843454598,1.283087948400874,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a0.01_l10.2,semantic_ratios_normalized_target,select_k_10,robust,False,0.0418594801891256,0.0554139462292173,-150.24607471942534,2.5322841162180496,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.01_l10.2,semantic_ratios_normalized_target,select_k_10,robust,False,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a0.01_l10.5,semantic_ratios_normalized_target,select_k_10,robust,False,0.0342901979644382,0.0354215431101114,-0.3706929667833099,1.0561879493759097,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a0.01_l10.5,semantic_ratios_normalized_target,select_k_10,robust,False,0.0400788228822383,0.0530568009367677,-150.00064435570098,2.4837321600816376,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.01_l10.5,semantic_ratios_normalized_target,select_k_10,robust,False,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a0.01_l10.8,semantic_ratios_normalized_target,select_k_10,robust,False,0.0269236625697442,0.0294541287876439,0.0522417068109899,0.8292879495393403,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a0.01_l10.8,semantic_ratios_normalized_target,select_k_10,robust,False,0.0382460999705102,0.0519539267141985,-149.92120400452885,2.43702073121129,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.01_l10.8,semantic_ratios_normalized_target,select_k_10,robust,False,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a0.1_l10.2,semantic_ratios_normalized_target,select_k_10,robust,False,0.0329598153109184,0.0338321885502496,-0.2504473643403826,1.0152102294991214,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a0.1_l10.2,semantic_ratios_normalized_target,select_k_10,robust,False,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.1_l10.2,semantic_ratios_normalized_target,select_k_10,robust,False,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a0.1_l10.5,semantic_ratios_normalized_target,select_k_10,robust,False,0.0329598153109184,0.0338321885502496,-0.2504473643403826,1.0152102294991214,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a0.1_l10.5,semantic_ratios_normalized_target,select_k_10,robust,False,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.1_l10.5,semantic_ratios_normalized_target,select_k_10,robust,False,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a0.1_l10.8,semantic_ratios_normalized_target,select_k_10,robust,False,0.0329598153109184,0.0338321885502496,-0.2504473643403826,1.0152102294991214,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a0.1_l10.8,semantic_ratios_normalized_target,select_k_10,robust,False,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.1_l10.8,semantic_ratios_normalized_target,select_k_10,robust,False,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a1.0_l10.2,semantic_ratios_normalized_target,select_k_10,robust,False,0.0329598153109184,0.0338321885502496,-0.2504473643403826,1.0152102294991214,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a1.0_l10.2,semantic_ratios_normalized_target,select_k_10,robust,False,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a1.0_l10.2,semantic_ratios_normalized_target,select_k_10,robust,False,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a1.0_l10.5,semantic_ratios_normalized_target,select_k_10,robust,False,0.0329598153109184,0.0338321885502496,-0.2504473643403826,1.0152102294991214,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a1.0_l10.5,semantic_ratios_normalized_target,select_k_10,robust,False,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a1.0_l10.5,semantic_ratios_normalized_target,select_k_10,robust,False,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a1.0_l10.8,semantic_ratios_normalized_target,select_k_10,robust,False,0.0329598153109184,0.0338321885502496,-0.2504473643403826,1.0152102294991214,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a1.0_l10.8,semantic_ratios_normalized_target,select_k_10,robust,False,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a1.0_l10.8,semantic_ratios_normalized_target,select_k_10,robust,False,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,gpr_matern,semantic_ratios_normalized_target,select_k_10,robust,False,0.0218082552923106,0.0325135389890776,-0.1548716426786849,0.6717259684688796,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,gpr_matern,semantic_ratios_normalized_target,select_k_10,robust,False,0.0317346195051099,0.0453301256787905,-83.44137575425349,1.911837693768784,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,gpr_matern,semantic_ratios_normalized_target,select_k_10,robust,False,0.0279621624709221,0.0299761205963266,-2.2343319899307583,2.3352327404633093,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,gpr_rbf,semantic_ratios_normalized_target,select_k_10,robust,False,0.0218090062183822,0.0325144175294645,-0.1549340545304232,0.6717490980836027,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,gpr_rbf,semantic_ratios_normalized_target,select_k_10,robust,False,0.0322305199449325,0.0464130337045859,-105.1617082934942,2.00072463811307,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,gpr_rbf,semantic_ratios_normalized_target,select_k_10,robust,False,0.0285980334753761,0.0306158217018807,-2.224136590536621,2.406964472901701,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,gpr_rq,semantic_ratios_normalized_target,select_k_10,robust,False,0.0202133839747613,0.0307980210815841,-0.0362173372412584,0.6226016132187921,18.0,64.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,gpr_rq,semantic_ratios_normalized_target,select_k_10,robust,False,0.0310251900215331,0.0454381481756874,-77.75707712231166,1.8388205906169857,18.0,64.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,gpr_rq,semantic_ratios_normalized_target,select_k_10,robust,False,0.0278275046875533,0.0298435127860801,-2.228867827600413,2.1921722964898542,18.0,64.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,ridge_a0.1,semantic_ratios_normalized_target,none,standard,True,0.116418983894739,0.1334085098622776,-18.44340385678285,3.5858739572087424,18.0,81.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,ridge_a0.1,semantic_ratios_normalized_target,none,standard,True,0.0575757997416517,0.0691767085208505,-130.55781408627058,3.009959827532284,18.0,81.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,ridge_a0.1,semantic_ratios_normalized_target,none,standard,True,0.0270891582212778,0.0290386391515503,-2.415191381198127,2.344868039638384,18.0,81.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,ridge_a1,semantic_ratios_normalized_target,none,standard,True,0.1155228873043323,0.1323223973411356,-18.128105199619675,3.5582728794533467,18.0,81.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,ridge_a1,semantic_ratios_normalized_target,none,standard,True,0.0581365438754846,0.0697138587475367,-145.0718825165019,3.117825555691125,18.0,81.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,ridge_a1,semantic_ratios_normalized_target,none,standard,True,0.0280485244982273,0.0299992111910466,-2.4116420275268893,2.480851918561644,18.0,81.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,ridge_a10,semantic_ratios_normalized_target,none,standard,True,0.1082478363352668,0.1234094661602533,-15.63804052604899,3.3341907329288123,18.0,81.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,ridge_a10,semantic_ratios_normalized_target,none,standard,True,0.0589278896076466,0.0706306980372129,-209.80739839789504,3.3930854799994186,18.0,81.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,ridge_a10,semantic_ratios_normalized_target,none,standard,True,0.0319015673657521,0.0338616192359565,-2.384299019150816,3.0231463548693864,18.0,81.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a0.001_l10.2,semantic_ratios_normalized_target,none,standard,True,0.0329598153109184,0.0338321885502496,-0.2504473643403826,1.0152102294991214,18.0,81.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a0.001_l10.2,semantic_ratios_normalized_target,none,standard,True,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,81.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.001_l10.2,semantic_ratios_normalized_target,none,standard,True,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,81.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a0.001_l10.5,semantic_ratios_normalized_target,none,standard,True,0.0329598153109184,0.0338321885502496,-0.2504473643403826,1.0152102294991214,18.0,81.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a0.001_l10.5,semantic_ratios_normalized_target,none,standard,True,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,81.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.001_l10.5,semantic_ratios_normalized_target,none,standard,True,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,81.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a0.001_l10.8,semantic_ratios_normalized_target,none,standard,True,0.0329598153109184,0.0338321885502496,-0.2504473643403826,1.0152102294991214,18.0,81.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a0.001_l10.8,semantic_ratios_normalized_target,none,standard,True,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,81.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.001_l10.8,semantic_ratios_normalized_target,none,standard,True,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,81.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a0.01_l10.2,semantic_ratios_normalized_target,none,standard,True,0.0329598153109184,0.0338321885502496,-0.2504473643403826,1.0152102294991214,18.0,81.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a0.01_l10.2,semantic_ratios_normalized_target,none,standard,True,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,81.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.01_l10.2,semantic_ratios_normalized_target,none,standard,True,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,81.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a0.01_l10.5,semantic_ratios_normalized_target,none,standard,True,0.0329598153109184,0.0338321885502496,-0.2504473643403826,1.0152102294991214,18.0,81.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a0.01_l10.5,semantic_ratios_normalized_target,none,standard,True,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,81.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.01_l10.5,semantic_ratios_normalized_target,none,standard,True,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,81.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a0.01_l10.8,semantic_ratios_normalized_target,none,standard,True,0.0329598153109184,0.0338321885502496,-0.2504473643403826,1.0152102294991214,18.0,81.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a0.01_l10.8,semantic_ratios_normalized_target,none,standard,True,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,81.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.01_l10.8,semantic_ratios_normalized_target,none,standard,True,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,81.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a0.1_l10.2,semantic_ratios_normalized_target,none,standard,True,0.0329598153109184,0.0338321885502496,-0.2504473643403826,1.0152102294991214,18.0,81.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a0.1_l10.2,semantic_ratios_normalized_target,none,standard,True,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,81.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.1_l10.2,semantic_ratios_normalized_target,none,standard,True,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,81.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a0.1_l10.5,semantic_ratios_normalized_target,none,standard,True,0.0329598153109184,0.0338321885502496,-0.2504473643403826,1.0152102294991214,18.0,81.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a0.1_l10.5,semantic_ratios_normalized_target,none,standard,True,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,81.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.1_l10.5,semantic_ratios_normalized_target,none,standard,True,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,81.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a0.1_l10.8,semantic_ratios_normalized_target,none,standard,True,0.0329598153109184,0.0338321885502496,-0.2504473643403826,1.0152102294991214,18.0,81.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a0.1_l10.8,semantic_ratios_normalized_target,none,standard,True,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,81.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.1_l10.8,semantic_ratios_normalized_target,none,standard,True,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,81.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a1.0_l10.2,semantic_ratios_normalized_target,none,standard,True,0.0329598153109184,0.0338321885502496,-0.2504473643403826,1.0152102294991214,18.0,81.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a1.0_l10.2,semantic_ratios_normalized_target,none,standard,True,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,81.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a1.0_l10.2,semantic_ratios_normalized_target,none,standard,True,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,81.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a1.0_l10.5,semantic_ratios_normalized_target,none,standard,True,0.0329598153109184,0.0338321885502496,-0.2504473643403826,1.0152102294991214,18.0,81.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a1.0_l10.5,semantic_ratios_normalized_target,none,standard,True,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,81.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a1.0_l10.5,semantic_ratios_normalized_target,none,standard,True,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,81.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,elasticnet_a1.0_l10.8,semantic_ratios_normalized_target,none,standard,True,0.0329598153109184,0.0338321885502496,-0.2504473643403826,1.0152102294991214,18.0,81.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,elasticnet_a1.0_l10.8,semantic_ratios_normalized_target,none,standard,True,0.0401634272358931,0.0531486117446274,-150.00785681399032,2.485888509097943,18.0,81.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a1.0_l10.8,semantic_ratios_normalized_target,none,standard,True,0.0319731976886982,0.0339889542354219,-2.229537426411031,3.384876379428579,18.0,81.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,pls_2,semantic_ratios_normalized_target,none,standard,True,0.1333526205840783,0.1578601066817846,-26.223879537984278,4.107454585846062,18.0,81.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,pls_2,semantic_ratios_normalized_target,none,standard,True,0.0735160037061787,0.0859767145709361,-428.1409188748152,4.994366653364924,18.0,81.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,pls_2,semantic_ratios_normalized_target,none,standard,True,0.0440210194668683,0.0459651305363789,-2.4310795039276054,4.8545316618942325,18.0,81.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,pls_3,semantic_ratios_normalized_target,none,standard,True,0.1172850593454574,0.1358310120557894,-19.155942168045456,3.6125503402161474,18.0,81.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,pls_3,semantic_ratios_normalized_target,none,standard,True,0.0659705700057492,0.0784039707380209,-399.1992077399838,4.41539547905015,18.0,81.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,pls_3,semantic_ratios_normalized_target,none,standard,True,0.0369626107582947,0.0388852862602694,-2.4958472830749785,3.8665332777645234,18.0,81.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,pls_5,semantic_ratios_normalized_target,none,standard,True,0.1141520725691002,0.1309886967304724,-17.744457376676657,3.516049792678501,18.0,81.0,power_per_area
eda_aware_normalized_target,kfold,openroad_total_power,pls_5,semantic_ratios_normalized_target,none,standard,True,0.0583688620116846,0.0696907897953507,-154.7174511386084,3.108895689716374,18.0,81.0,power_per_area
eda_aware_normalized_target,groupkfold_by_benchmark,openroad_total_power,pls_5,semantic_ratios_normalized_target,none,standard,True,0.0303564378923078,0.0323037682625007,-2.421538435030778,2.8602095754387484,18.0,81.0,power_per_area
eda_aware_normalized_target,random_split,openroad_total_power,gpr_matern,semantic_ratios_normalized_target,none,standard,True,0.032339372306001,0.0331682657072176,-0.2018513570027824,0.9960996829298664,18.0,81.0,power_per_area
