experiment,evaluation,target,model,feature_set,reduction,scaler,benchmark_onehot,mae,rmse,r2,relative_mae,rows,features,normalized_target
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.01_l10.2,raw,select_k_10,standard_or_log,False,16866.508807926275,20150.94807427525,-0.6860785726338763,0.3247731371894906,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.01_l10.2,raw,select_k_10,standard_or_log,False,14606.151467908032,17599.55271330096,-4.507495417941305,0.3774734991913597,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.01_l10.2,raw,select_k_10,standard_or_log,False,13747.078568227142,13747.078568227142,0.0,0.4962441692021292,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.01_l10.5,raw,select_k_10,standard_or_log,False,17831.205253890792,21751.19556835273,-0.9645048613461592,0.3433488539996114,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.01_l10.5,raw,select_k_10,standard_or_log,False,16829.21362357095,19783.176234021743,-5.437677783040014,0.4565478628454217,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.01_l10.5,raw,select_k_10,standard_or_log,False,14186.449522602814,14186.449522602814,0.0,0.5112616369566887,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.01_l10.8,raw,select_k_10,standard_or_log,False,19694.006472460896,25013.150068580973,-1.597907111821176,0.3792180313501198,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.01_l10.8,raw,select_k_10,standard_or_log,False,23927.39218475045,28190.53084361794,-9.819246114536028,0.708488628145463,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.01_l10.8,raw,select_k_10,standard_or_log,False,15317.551197952756,15317.551197952756,0.0,0.5529669171277,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.2,raw,select_k_10,standard_or_log,False,13233.645731994797,15040.846099875009,0.0606414850621993,0.2548205256807196,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.2,raw,select_k_10,standard_or_log,False,12961.587383187009,16802.54586388185,-4.032521694210534,0.3194089504104972,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.2,raw,select_k_10,standard_or_log,False,12591.50936951085,12591.50936951085,0.0,0.451202450232112,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.5,raw,select_k_10,standard_or_log,False,13905.747615092869,15858.529509255177,-0.0442696851067228,0.2677621865525977,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.5,raw,select_k_10,standard_or_log,False,12699.535506416169,16474.161448304407,-3.845531639448429,0.3107402554930822,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.5,raw,select_k_10,standard_or_log,False,12743.169740864982,12743.169740864982,0.0,0.4598110238504478,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.8,raw,select_k_10,standard_or_log,False,15245.543356124468,17664.326140132027,-0.2956299855507609,0.2935606295477163,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.8,raw,select_k_10,standard_or_log,False,12341.158886934309,16189.723856196622,-3.7544860060631926,0.296774762628708,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.8,raw,select_k_10,standard_or_log,False,13130.292271355387,13130.292271355387,0.0,0.4758231686647923,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.2,raw,select_k_10,standard_or_log,False,10020.012426428246,12148.953908323803,0.38713529605869,0.1929403949250886,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.2,raw,select_k_10,standard_or_log,False,12892.653091550252,16554.152438597976,-3.5973473684006114,0.3220849871871581,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.2,raw,select_k_10,standard_or_log,False,11850.007766095756,11850.007766095756,0.0,0.4093918641096188,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.5,raw,select_k_10,standard_or_log,False,10579.493342922431,12465.47314120942,0.3547851178773827,0.2037134822614601,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.5,raw,select_k_10,standard_or_log,False,13144.072392189555,16996.048366355237,-3.987402916183723,0.3278169814738719,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.5,raw,select_k_10,standard_or_log,False,12081.388524987982,12081.388524987982,0.0,0.4187029106027995,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.8,raw,select_k_10,standard_or_log,False,11878.020048783295,13573.076688063173,0.2350316848111586,0.2287172691618398,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.8,raw,select_k_10,standard_or_log,False,13258.68228462612,17230.584454924836,-4.260801215070261,0.3294842970880762,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.8,raw,select_k_10,standard_or_log,False,12296.67489780308,12296.67489780308,0.0,0.432245259394063,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,gpr_matern,raw,select_k_10,standard_or_log,False,13126.728739271985,20122.329489659347,-0.6812928010375949,0.2527617850402657,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,gpr_matern,raw,select_k_10,standard_or_log,False,10960.93245713128,13845.608381864207,-0.8608941823240326,0.2950090131154921,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,gpr_matern,raw,select_k_10,standard_or_log,False,10360.027037774718,10360.027037774718,0.0,0.3719788429571768,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,gpr_rbf,raw,select_k_10,standard_or_log,False,13015.000921676829,20101.568245695733,-0.6778252379987724,0.2506104095395656,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,gpr_rbf,raw,select_k_10,standard_or_log,False,11461.695221857342,14375.269517655111,-1.1576139473815776,0.3062248712519943,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,gpr_rbf,raw,select_k_10,standard_or_log,False,10879.248414655678,10879.248414655678,0.0,0.3875053455961346,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,gpr_rq,raw,select_k_10,standard_or_log,False,14516.100563761249,21120.228317244702,-0.8521837044145795,0.2795148405362562,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,gpr_rq,raw,select_k_10,standard_or_log,False,11707.60646367399,14501.31158665118,-1.270908827953298,0.3090007429027328,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,gpr_rq,raw,select_k_10,standard_or_log,False,9218.091288978158,9218.091288978158,0.0,0.3014207398730805,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,ridge_a0.1,raw,pca_3,standard_or_log,False,6852.952594984323,8481.555376118375,0.7012981961563177,0.1319570599125997,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,ridge_a0.1,raw,pca_3,standard_or_log,False,15625.269689098326,18879.814994445274,-3.5855895597508862,0.4609161292410967,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,ridge_a0.1,raw,pca_3,standard_or_log,False,9660.237050616455,9660.237050616455,0.0,0.323461662209062,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,ridge_a1,raw,pca_3,standard_or_log,False,6905.606983178553,8534.321395123989,0.6975700279136838,0.1329709467243504,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,ridge_a1,raw,pca_3,standard_or_log,False,15568.882928468573,18786.5647922852,-3.5347651394165696,0.4590725382058589,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,ridge_a1,raw,pca_3,standard_or_log,False,9651.6178713776,9651.6178713776,0.0,0.3230735004341347,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,ridge_a10,raw,pca_3,standard_or_log,False,7394.568838318066,9077.04726747743,0.6578819126665221,0.1423861539535445,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,ridge_a10,raw,pca_3,standard_or_log,False,15058.658193404748,17961.995242872195,-3.095968583745139,0.4424766725864394,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,ridge_a10,raw,pca_3,standard_or_log,False,9572.326229315178,9572.326229315178,0.0,0.3196294563155632,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.001_l10.2,raw,pca_3,standard_or_log,False,6847.670548476674,8476.328910666267,0.7016662120650168,0.1318553514420084,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.001_l10.2,raw,pca_3,standard_or_log,False,15630.8639082416,18889.10016536743,-3.5906632350364545,0.4610989818472059,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.001_l10.2,raw,pca_3,standard_or_log,False,9661.077352868797,9661.077352868797,0.0,0.3234995442875737,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.001_l10.5,raw,pca_3,standard_or_log,False,6847.440592595673,8476.10166624889,0.701682208088714,0.1318509235254941,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.001_l10.5,raw,pca_3,standard_or_log,False,15631.141209769576,18889.555395585936,-3.5909120939007315,0.4611081143735204,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.001_l10.5,raw,pca_3,standard_or_log,False,9661.12464321778,9661.12464321778,0.0,0.3235017203634511,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.001_l10.8,raw,pca_3,standard_or_log,False,6847.2106228600505,8475.874431476366,0.7016982030046768,0.1318464953422022,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.001_l10.8,raw,pca_3,standard_or_log,False,15631.418538392125,18890.010678665632,-3.591160987313883,0.4611172478500248,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.001_l10.8,raw,pca_3,standard_or_log,False,9661.17193773815,9661.17193773815,0.0,0.323503896722111,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.01_l10.2,raw,pca_3,standard_or_log,False,6853.189061885557,8481.789726959641,0.7012816892815756,0.1319616132020937,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.01_l10.2,raw,pca_3,standard_or_log,False,15624.210750725388,18878.18321984908,-3.584697520097264,0.4608798611099415,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.01_l10.2,raw,pca_3,standard_or_log,False,9659.942890577064,9659.942890577064,0.0,0.3234473721576333,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.01_l10.5,raw,pca_3,standard_or_log,False,6850.89220343382,8479.515412757295,0.701441864960004,0.1319173860337125,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.01_l10.5,raw,pca_3,standard_or_log,False,15626.978488976112,18882.7252290714,-3.587179382921781,0.4609710013183591,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.01_l10.5,raw,pca_3,standard_or_log,False,9660.414981977245,9660.414981977245,0.0,0.3234690778718449,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.01_l10.8,raw,pca_3,standard_or_log,False,6848.593961247208,8477.242054401688,0.7016019303916179,0.1318731322208182,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.01_l10.8,raw,pca_3,standard_or_log,False,15629.74892804532,18887.27250890097,-3.589664689488514,0.4610622362269687,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.01_l10.8,raw,pca_3,standard_or_log,False,9660.887489217372,9660.887489217372,0.0,0.3234908117747384,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.2,raw,pca_3,standard_or_log,False,6907.938524060106,8536.686327108251,0.6974023929305444,0.1330158417204169,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.2,raw,pca_3,standard_or_log,False,15558.521626957085,18770.65878752684,-3.526113492854497,0.4587181703854923,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.2,raw,pca_3,standard_or_log,False,9648.727918725615,9648.727918725615,0.0,0.3229344351463429,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.5,raw,pca_3,standard_or_log,False,6885.237539595389,8513.768167755601,0.6990249595464999,0.1325787228106381,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.5,raw,pca_3,standard_or_log,False,15585.68322703077,18815.071122272697,-3.55027500143469,0.4596115065427713,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.5,raw,pca_3,standard_or_log,False,9653.36942563279,9653.36942563279,0.0,0.3231461123701066,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.8,raw,pca_3,standard_or_log,False,6862.399895741592,8490.937186511583,0.7006370170516678,0.1321389724553702,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.8,raw,pca_3,standard_or_log,False,15613.10656104259,18859.995409776584,-3.574770040187187,0.4605140049528183,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.8,raw,pca_3,standard_or_log,False,9658.05125269906,9658.05125269906,0.0,0.3233605210645307,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.2,raw,pca_3,standard_or_log,False,7414.902271747352,9101.486754345313,0.6560371615496765,0.1427776844735748,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.2,raw,pca_3,standard_or_log,False,14973.254269549543,17836.076788460312,-3.0306008860701987,0.4395901528608627,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.2,raw,pca_3,standard_or_log,False,9547.57081903646,9547.57081903646,0.0,0.318544672121864,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.5,raw,pca_3,standard_or_log,False,7212.373910998826,8864.376260112096,0.673725445490997,0.1388778987005265,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.5,raw,pca_3,standard_or_log,False,15202.558193087656,18197.03192792872,-3.219034444057139,0.4470563949832565,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.5,raw,pca_3,standard_or_log,False,9587.49950207022,9587.49950207022,0.0,0.320226061489834,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.8,raw,pca_3,standard_or_log,False,6997.764250645904,8629.538152947054,0.6907840071695348,0.1347454814079073,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.8,raw,pca_3,standard_or_log,False,15451.817718533228,18597.25065529033,-3.43234559505276,0.4552113881667061,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.8,raw,pca_3,standard_or_log,False,9630.477583940865,9630.477583940865,0.0,0.3221109837279178,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,gpr_matern,raw,pca_3,standard_or_log,False,14756.604140331014,20369.77340961465,-0.7228966930339591,0.2841458582505534,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,gpr_matern,raw,pca_3,standard_or_log,False,9919.959349132649,12702.796102207589,-0.3373439487296258,0.2719592370035376,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,gpr_matern,raw,pca_3,standard_or_log,False,10997.459514336811,10997.459514336811,0.0,0.3885098949541778,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,gpr_rbf,raw,pca_3,standard_or_log,False,15098.828618994688,20543.38027260142,-0.7523895393827729,0.2907355632585279,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,gpr_rbf,raw,pca_3,standard_or_log,False,9810.106762100915,12732.06336963302,-0.3534950470397172,0.2700266893917659,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,gpr_rbf,raw,pca_3,standard_or_log,False,11905.1736949749,11905.1736949749,0.0,0.4098419079761747,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,gpr_rq,raw,pca_3,standard_or_log,False,15264.636222603953,20313.18284001443,-0.713337011815963,0.293928272325193,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,gpr_rq,raw,pca_3,standard_or_log,False,10379.890522168676,12867.88074385956,-0.4090249192532802,0.2848818539738898,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,gpr_rq,raw,pca_3,standard_or_log,False,10137.23918369787,10137.23918369787,0.0,0.3456648207394059,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,ridge_a0.1,raw,pca_5,standard_or_log,False,10313.80395261267,13481.285091545478,0.2453433085632328,0.1985974989959538,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,ridge_a0.1,raw,pca_5,standard_or_log,False,20907.049037486777,26370.943153306194,-6.78339890013451,0.63374796489715,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,ridge_a0.1,raw,pca_5,standard_or_log,False,12255.357714092595,12255.357714092595,0.0,0.3948634259737614,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,ridge_a1,raw,pca_5,standard_or_log,False,10280.852657514064,13417.157133965473,0.252505754864977,0.1979630051830669,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,ridge_a1,raw,pca_5,standard_or_log,False,20676.12996101491,26026.162686074524,-6.581358319215634,0.6261689761231602,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,ridge_a1,raw,pca_5,standard_or_log,False,12149.076296994304,12149.076296994304,0.0,0.3917184973519582,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,ridge_a10,raw,pca_5,standard_or_log,False,10124.91862094536,13084.552345536682,0.2891064410490275,0.1949604166315322,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,ridge_a10,raw,pca_5,standard_or_log,False,18907.944766145603,23401.321486873017,-5.128754057575604,0.5681427832586066,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,ridge_a10,raw,pca_5,standard_or_log,False,11426.78624873962,11426.78624873962,0.0,0.3701107606220434,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.001_l10.2,raw,pca_5,standard_or_log,False,10317.342294877904,13488.121927672511,0.2445776883171239,0.1986656315615615,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.001_l10.2,raw,pca_5,standard_or_log,False,20930.42704404357,26405.904785812098,-6.804022793039134,0.6345143682367429,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.001_l10.2,raw,pca_5,standard_or_log,False,12265.918980188972,12265.918980188972,0.0,0.3951758087535666,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.001_l10.5,raw,pca_5,standard_or_log,False,10317.497120114103,13488.420933290745,0.2445441954379587,0.1986686127996026,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.001_l10.5,raw,pca_5,standard_or_log,False,20931.59432560733,26407.636443004907,-6.805049445076963,0.6345529582743633,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.001_l10.5,raw,pca_5,standard_or_log,False,12266.538981636128,12266.538981636128,0.0,0.3951941624182064,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.001_l10.8,raw,pca_5,standard_or_log,False,10317.6520385922,13488.720102306932,0.2445106835128274,0.1986715958330633,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.001_l10.8,raw,pca_5,standard_or_log,False,20932.76194475913,26409.368607144028,-6.806076466297701,0.6345915594999721,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.001_l10.8,raw,pca_5,standard_or_log,False,12267.15920100263,12267.15920100263,0.0,0.3952125224726955,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.01_l10.2,raw,pca_5,standard_or_log,False,10313.64506272493,13480.97822125334,0.245377664202488,0.1985944394909966,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.01_l10.2,raw,pca_5,standard_or_log,False,20902.477274919853,26364.44625389748,-6.779463997339606,0.6335902991149662,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.01_l10.2,raw,pca_5,standard_or_log,False,12251.096178088355,12251.096178088355,0.0,0.3947369930758532,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.01_l10.5,raw,pca_5,standard_or_log,False,10315.175221646316,13483.936565688027,0.2450464304151789,0.1986239034730783,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.01_l10.5,raw,pca_5,standard_or_log,False,20914.0845530379,26381.664417233224,-6.789658893066983,0.6339740272821713,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.01_l10.5,raw,pca_5,standard_or_log,False,12257.25394269831,12257.25394269831,0.0,0.3949192906854349,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.01_l10.8,raw,pca_5,standard_or_log,False,10316.714623123962,13486.9111108485,0.2447133094205216,0.1986535454252441,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.01_l10.8,raw,pca_5,standard_or_log,False,20925.725333131428,26398.932888370404,-6.79989038581932,0.6343588658476438,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.01_l10.8,raw,pca_5,standard_or_log,False,12263.433308935972,12263.433308935972,0.0,0.3951022218261076,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.2,raw,pca_5,standard_or_log,False,10279.47279471725,13414.455546496536,0.2528067452695991,0.1979364352286967,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.2,raw,pca_5,standard_or_log,False,20633.18416211849,25965.18151551838,-6.544961240088446,0.6246880247646075,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.2,raw,pca_5,standard_or_log,False,12109.403427561434,12109.403427561434,0.0,0.3905407014130606,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.5,raw,pca_5,standard_or_log,False,10293.074382494193,13441.054125819986,0.2498406938124699,0.1981983406641001,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.5,raw,pca_5,standard_or_log,False,20743.04961039555,26128.0437059624,-6.640178602439849,0.6283194271489525,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.5,raw,pca_5,standard_or_log,False,12167.01095402346,12167.01095402346,0.0,0.3922470886115088,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.8,raw,pca_5,standard_or_log,False,10307.524088654396,13469.143042711326,0.2467020739822544,0.1984765770468962,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.8,raw,pca_5,standard_or_log,False,20856.023648052644,26295.5730542281,-6.738755534496559,0.6320539579181893,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.8,raw,pca_5,standard_or_log,False,12226.601086326693,12226.601086326693,0.0,0.3940117315185607,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.2,raw,pca_5,standard_or_log,False,10122.733266513436,13078.360614647938,0.2897790846424671,0.1949183365293126,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.2,raw,pca_5,standard_or_log,False,18647.723561146413,23035.10710241937,-4.933618425829026,0.5592035812009309,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.2,raw,pca_5,standard_or_log,False,11246.982787793311,11246.982787793311,0.0,0.3646493220693701,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.5,raw,pca_5,standard_or_log,False,10156.643712362926,13161.88448274931,0.2806785831013435,0.1955712992738526,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.5,raw,pca_5,standard_or_log,False,19350.420318033583,24068.821471196374,-5.480367122895632,0.5823344071428435,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.5,raw,pca_5,standard_or_log,False,11519.244901524844,11519.244901524844,0.0,0.3728884553422992,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.8,raw,pca_5,standard_or_log,False,10231.873613845772,13320.055401957068,0.263286032510405,0.1970198889845791,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.8,raw,pca_5,standard_or_log,False,20218.73206452631,25351.60945886787,-6.191698734224032,0.6109875055897716,18.0,49.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.8,raw,pca_5,standard_or_log,False,11896.061728820756,11896.061728820756,0.0,0.3842179294702607,18.0,49.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,gpr_matern,raw,pca_5,standard_or_log,False,13891.942370585928,20185.077662218893,-0.6917948197040351,0.267496359604102,18.0,49.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,gpr_matern,raw,pca_5,standard_or_log,False,9826.07811696454,12738.801439765875,-0.3545493778539113,0.2698245603016068,18.0,49.0,
